,index,avg_len,avg_obj,avg_side_effects,dones,run,lambda,time_step
2516,16,96.43,0.73,0.98,5,5.0,0.0,17
2517,17,92.1,0.88,0.83,10,5.0,0.0,18
2518,18,80.69,1.26,1.14,23,5.0,0.0,19
2519,19,70.15,1.68,1.27,35,5.0,0.0,20
2520,20,55.68,2.0,1.37,52,5.0,0.0,21
2521,21,53.14,2.04,1.27,54,5.0,0.0,22
2522,22,49.65,2.18,1.31,58,5.0,0.0,23
2523,23,43.17,2.31,1.26,65,5.0,0.0,24
2524,24,37.11,2.45,1.1,71,5.0,0.0,25
2525,25,45.22,2.31,1.03,62,5.0,0.0,26
2526,26,35.34,2.48,1.11,73,5.0,0.0,27
2527,27,32.97,2.55,1.09,76,5.0,0.0,28
2528,28,35.49,2.57,1.28,73,5.0,0.0,29
2529,29,27.14,2.63,1.03,82,5.0,0.0,30
2530,30,30.36,2.64,1.08,78,5.0,0.0,31
2531,31,31.93,2.57,1.01,77,5.0,0.0,32
2532,32,23.47,2.72,1.08,86,5.0,0.0,33
2533,33,27.61,2.67,1.19,82,5.0,0.0,34
2534,34,19.06,2.81,1.09,91,5.0,0.0,35
2535,35,25.78,2.62,1.03,84,5.0,0.0,36
2536,36,25.78,2.74,1.05,83,5.0,0.0,37
2537,37,18.2,2.79,1.09,92,5.0,0.0,38
2538,38,28.91,2.63,0.9,80,5.0,0.0,39
2539,39,19.06,2.83,0.94,91,5.0,0.0,40
2540,40,21.46,2.8,0.97,88,5.0,0.0,41
2541,41,16.68,2.87,0.86,93,5.0,0.0,42
2542,42,21.29,2.77,0.95,88,5.0,0.0,43
2543,43,16.96,2.86,0.92,93,5.0,0.0,44
2544,44,20.7,2.75,0.87,89,5.0,0.0,45
2545,45,19.6,2.79,0.86,90,5.0,0.0,46
2546,46,17.51,2.84,0.83,92,5.0,0.0,47
2547,47,16.47,2.87,0.75,93,5.0,0.0,48
2548,48,21.26,2.77,0.92,88,5.0,0.0,49
2549,49,14.8,2.88,0.93,95,5.0,0.0,50
2550,50,21.11,2.82,1.06,88,5.0,0.0,51
2551,51,15.8,2.86,0.96,94,5.0,0.0,52
2552,52,15.11,2.89,0.97,95,5.0,0.0,53
2553,53,14.21,2.94,0.87,96,5.0,0.0,54
2554,54,13.33,2.92,0.83,97,5.0,0.0,55
2555,55,14.23,2.91,0.99,96,5.0,0.0,56
2556,56,14.08,2.92,0.97,96,5.0,0.0,57
2557,57,16.68,2.87,0.97,93,5.0,0.0,58
2558,58,13.67,2.91,0.94,96,5.0,0.0,59
2559,59,14.94,2.89,1.04,95,5.0,0.0,60
2560,60,13.96,2.9,0.86,96,5.0,0.0,61
2561,61,12.94,2.94,0.91,97,5.0,0.0,62
2562,62,14.86,2.91,0.87,95,5.0,0.0,63
2563,63,16.09,2.87,1.0,94,5.0,0.0,64
2564,64,11.85,2.97,0.88,98,5.0,0.0,65
2565,65,13.85,2.93,1.03,96,5.0,0.0,66
2566,66,10.2,3.0,0.99,100,5.0,0.0,67
2567,67,11.98,2.94,0.9,98,5.0,0.0,68
2568,68,12.82,2.97,0.97,97,5.0,0.0,69
2569,69,11.81,2.98,0.88,98,5.0,0.0,70
2570,70,13.82,2.92,0.85,96,5.0,0.0,71
2571,71,15.19,2.9,0.79,94,5.0,0.0,72
2572,72,10.93,2.99,0.86,99,5.0,0.0,73
2573,73,11.82,2.98,0.78,98,5.0,0.0,74
2574,74,15.43,2.89,0.94,94,5.0,0.0,75
2575,75,13.73,2.92,0.93,96,5.0,0.0,76
2576,76,11.16,2.99,0.96,99,5.0,0.0,77
2577,77,9.88,3.0,0.92,100,5.0,0.0,78
2578,78,12.64,2.95,0.94,97,5.0,0.0,79
2579,79,12.81,2.95,0.84,97,5.0,0.0,80
2580,80,12.09,2.97,0.99,98,5.0,0.0,81
2581,81,11.82,2.96,0.79,98,5.0,0.0,82
2582,82,11.89,2.97,0.81,98,5.0,0.0,83
2583,83,11.82,2.98,0.82,98,5.0,0.0,84
2584,84,11.69,2.98,0.89,98,5.0,0.0,85
2585,85,12.5,2.97,0.8,97,5.0,0.0,86
2586,86,13.61,2.95,0.8,96,5.0,0.0,87
2587,87,12.64,2.95,0.83,97,5.0,0.0,88
2588,88,13.4,2.94,0.81,96,5.0,0.0,89
2589,89,10.94,2.99,0.91,99,5.0,0.0,90
2590,90,11.75,2.98,0.79,98,5.0,0.0,91
2591,91,13.62,2.96,0.9,96,5.0,0.0,92
2592,92,11.0,2.97,0.87,99,5.0,0.0,93
2593,93,11.9,2.96,0.88,98,5.0,0.0,94
2594,94,11.68,2.96,0.78,98,5.0,0.0,95
2595,95,10.88,2.97,0.82,99,5.0,0.0,96
2596,96,12.51,2.95,0.8,97,5.0,0.0,97
2597,97,10.71,2.97,0.86,99,5.0,0.0,98
2598,98,9.91,3.0,0.87,100,5.0,0.0,99
2599,99,10.09,3.0,0.87,100,5.0,0.0,100
2600,0,100.06,0.38,0.66,1,5.0,0.25,1
2601,1,100.06,0.38,0.66,1,5.0,0.25,2
2602,2,101.0,0.21,0.42,0,5.0,0.25,3
2603,3,101.0,0.3,0.47,0,5.0,0.25,4
2604,4,101.0,0.21,0.42,0,5.0,0.25,5
2605,5,101.0,0.3,0.49,0,5.0,0.25,6
2606,6,101.0,0.3,0.47,0,5.0,0.25,7
2607,7,100.06,0.47,0.65,1,5.0,0.25,8
2608,8,101.0,0.3,0.47,0,5.0,0.25,9
2609,9,99.16,0.36,0.53,2,5.0,0.25,10
2610,10,101.0,0.25,0.44,0,5.0,0.25,11
2611,11,100.06,0.38,0.66,1,5.0,0.25,12
2612,12,101.0,0.37,0.65,0,5.0,0.25,13
2613,13,101.0,0.33,0.68,0,5.0,0.25,14
2614,14,99.16,0.43,0.82,2,5.0,0.25,15
2615,15,100.08,0.47,0.67,1,5.0,0.25,16
2616,16,100.06,0.5,0.81,1,5.0,0.25,17
2617,17,96.42,0.52,0.66,5,5.0,0.25,18
2618,18,96.56,0.48,0.66,5,5.0,0.25,19
2619,19,97.34,0.66,0.91,4,5.0,0.25,20
2620,20,87.66,0.95,0.73,15,5.0,0.25,21
2621,21,92.06,0.7,0.71,10,5.0,0.25,22
2622,22,83.91,1.26,0.85,19,5.0,0.25,23
2623,23,73.91,1.45,0.87,30,5.0,0.25,24
2624,24,60.18,1.84,1.11,46,5.0,0.25,25
2625,25,60.09,1.91,0.89,46,5.0,0.25,26
2626,26,44.07,2.24,0.91,64,5.0,0.25,27
2627,27,44.15,2.22,1.03,64,5.0,0.25,28
2628,28,41.08,2.37,0.93,67,5.0,0.25,29
2629,29,35.24,2.5,0.91,73,5.0,0.25,30
2630,30,38.04,2.44,0.91,70,5.0,0.25,31
2631,31,33.45,2.47,0.88,75,5.0,0.25,32
2632,32,33.4,2.61,0.81,75,5.0,0.25,33
2633,33,34.63,2.48,0.86,74,5.0,0.25,34
2634,34,27.06,2.64,0.75,82,5.0,0.25,35
2635,35,26.32,2.66,0.8,83,5.0,0.25,36
2636,36,26.87,2.73,0.75,82,5.0,0.25,37
2637,37,22.15,2.76,0.76,87,5.0,0.25,38
2638,38,23.21,2.74,0.84,86,5.0,0.25,39
2639,39,25.04,2.71,0.78,84,5.0,0.25,40
2640,40,25.32,2.71,0.79,84,5.0,0.25,41
2641,41,18.03,2.84,0.8,92,5.0,0.25,42
2642,42,22.6,2.79,0.7,87,5.0,0.25,43
2643,43,22.28,2.81,0.76,87,5.0,0.25,44
2644,44,20.6,2.82,0.69,89,5.0,0.25,45
2645,45,24.21,2.76,0.71,85,5.0,0.25,46
2646,46,25.13,2.77,0.65,84,5.0,0.25,47
2647,47,18.84,2.85,0.66,91,5.0,0.25,48
2648,48,19.7,2.81,0.67,90,5.0,0.25,49
2649,49,23.87,2.7,0.7,85,5.0,0.25,50
2650,50,23.61,2.8,0.69,85,5.0,0.25,51
2651,51,20.23,2.84,0.69,89,5.0,0.25,52
2652,52,27.41,2.68,0.54,81,5.0,0.25,53
2653,53,22.06,2.76,0.64,87,5.0,0.25,54
2654,54,18.66,2.84,0.57,91,5.0,0.25,55
2655,55,19.22,2.86,0.66,90,5.0,0.25,56
2656,56,25.58,2.64,0.65,83,5.0,0.25,57
2657,57,15.49,2.93,0.63,94,5.0,0.25,58
2658,58,13.83,2.94,0.61,96,5.0,0.25,59
2659,59,14.84,2.91,0.61,95,5.0,0.25,60
2660,60,19.51,2.81,0.65,90,5.0,0.25,61
2661,61,16.75,2.87,0.59,93,5.0,0.25,62
2662,62,13.21,2.97,0.62,97,5.0,0.25,63
2663,63,12.26,2.98,0.64,98,5.0,0.25,64
2664,64,14.96,2.92,0.62,95,5.0,0.25,65
2665,65,11.52,2.99,0.63,99,5.0,0.25,66
2666,66,14.04,2.92,0.74,96,5.0,0.25,67
2667,67,23.65,2.69,0.68,85,5.0,0.25,68
2668,68,15.62,2.89,0.64,94,5.0,0.25,69
2669,69,14.66,2.94,0.58,95,5.0,0.25,70
2670,70,14.48,2.94,0.57,95,5.0,0.25,71
2671,71,12.66,2.97,0.55,97,5.0,0.25,72
2672,72,12.64,2.97,0.56,97,5.0,0.25,73
2673,73,12.59,2.96,0.52,97,5.0,0.25,74
2674,74,10.09,3.0,0.51,100,5.0,0.25,75
2675,75,11.02,2.97,0.54,99,5.0,0.25,76
2676,76,13.83,2.9,0.55,96,5.0,0.25,77
2677,77,14.85,2.93,0.53,95,5.0,0.25,78
2678,78,11.24,2.99,0.51,99,5.0,0.25,79
2679,79,12.82,2.97,0.49,97,5.0,0.25,80
2680,80,11.97,2.98,0.54,98,5.0,0.25,81
2681,81,14.54,2.94,0.54,95,5.0,0.25,82
2682,82,13.0,2.96,0.51,97,5.0,0.25,83
2683,83,13.54,2.93,0.57,96,5.0,0.25,84
2684,84,12.8,2.93,0.53,97,5.0,0.25,85
2685,85,13.44,2.95,0.55,96,5.0,0.25,86
2686,86,12.66,2.92,0.47,97,5.0,0.25,87
2687,87,11.98,2.98,0.52,98,5.0,0.25,88
2688,88,12.82,2.95,0.54,97,5.0,0.25,89
2689,89,11.11,2.99,0.57,99,5.0,0.25,90
2690,90,17.4,2.86,0.58,92,5.0,0.25,91
2691,91,12.84,2.95,0.5,97,5.0,0.25,92
2692,92,11.99,2.97,0.56,98,5.0,0.25,93
2693,93,11.7,2.98,0.51,98,5.0,0.25,94
2694,94,14.49,2.93,0.49,95,5.0,0.25,95
2695,95,12.71,2.95,0.45,97,5.0,0.25,96
2696,96,12.47,2.95,0.53,97,5.0,0.25,97
2697,97,10.92,2.97,0.45,99,5.0,0.25,98
2698,98,13.72,2.93,0.44,96,5.0,0.25,99
2699,99,15.37,2.89,0.39,94,5.0,0.25,100
2700,0,101.0,0.21,0.42,0,5.0,0.5,1
2701,1,101.0,0.21,0.42,0,5.0,0.5,2
2702,2,101.0,0.21,0.42,0,5.0,0.5,3
2703,3,100.06,0.38,0.66,1,5.0,0.5,4
2704,4,101.0,0.21,0.42,0,5.0,0.5,5
2705,5,101.0,0.22,0.44,0,5.0,0.5,6
2706,6,100.06,0.38,0.66,1,5.0,0.5,7
2707,7,101.0,0.3,0.47,0,5.0,0.5,8
2708,8,101.0,0.3,0.47,0,5.0,0.5,9
2709,9,101.0,0.27,0.6,0,5.0,0.5,10
2710,10,100.07,0.39,0.61,1,5.0,0.5,11
2711,11,98.26,0.42,0.65,3,5.0,0.5,12
2712,12,101.0,0.24,0.5,0,5.0,0.5,13
2713,13,100.08,0.3,0.49,1,5.0,0.5,14
2714,14,101.0,0.38,0.56,0,5.0,0.5,15
2715,15,99.21,0.57,0.72,2,5.0,0.5,16
2716,16,100.05,0.45,0.51,1,5.0,0.5,17
2717,17,99.18,0.41,0.46,2,5.0,0.5,18
2718,18,97.47,0.71,0.76,4,5.0,0.5,19
2719,19,96.63,0.86,0.95,5,5.0,0.5,20
2720,20,95.65,0.76,0.85,6,5.0,0.5,21
2721,21,91.1,1.05,0.68,11,5.0,0.5,22
2722,22,78.87,1.46,0.99,25,5.0,0.5,23
2723,23,64.05,1.88,0.97,42,5.0,0.5,24
2724,24,61.47,1.88,0.78,44,5.0,0.5,25
2725,25,48.6,2.28,0.97,59,5.0,0.5,26
2726,26,46.04,2.36,0.76,61,5.0,0.5,27
2727,27,36.06,2.54,0.86,72,5.0,0.5,28
2728,28,37.69,2.5,0.68,70,5.0,0.5,29
2729,29,28.06,2.64,0.64,81,5.0,0.5,30
2730,30,24.26,2.73,0.71,85,5.0,0.5,31
2731,31,35.04,2.56,0.68,73,5.0,0.5,32
2732,32,26.86,2.63,0.64,82,5.0,0.5,33
2733,33,35.34,2.57,0.66,73,5.0,0.5,34
2734,34,26.13,2.69,0.66,83,5.0,0.5,35
2735,35,31.98,2.54,0.49,76,5.0,0.5,36
2736,36,26.81,2.63,0.5,82,5.0,0.5,37
2737,37,24.19,2.75,0.6,85,5.0,0.5,38
2738,38,30.47,2.65,0.57,78,5.0,0.5,39
2739,39,30.29,2.61,0.58,78,5.0,0.5,40
2740,40,19.78,2.85,0.51,90,5.0,0.5,41
2741,41,29.51,2.62,0.47,79,5.0,0.5,42
2742,42,24.0,2.79,0.54,85,5.0,0.5,43
2743,43,29.22,2.67,0.46,79,5.0,0.5,44
2744,44,24.69,2.74,0.54,84,5.0,0.5,45
2745,45,25.01,2.73,0.46,84,5.0,0.5,46
2746,46,35.08,2.45,0.5,73,5.0,0.5,47
2747,47,21.4,2.83,0.5,88,5.0,0.5,48
2748,48,22.16,2.79,0.55,87,5.0,0.5,49
2749,49,17.08,2.91,0.49,93,5.0,0.5,50
2750,50,17.98,2.89,0.54,92,5.0,0.5,51
2751,51,17.87,2.9,0.59,92,5.0,0.5,52
2752,52,19.77,2.84,0.59,90,5.0,0.5,53
2753,53,21.2,2.83,0.55,88,5.0,0.5,54
2754,54,16.69,2.87,0.47,93,5.0,0.5,55
2755,55,16.86,2.89,0.53,93,5.0,0.5,56
2756,56,24.87,2.78,0.47,84,5.0,0.5,57
2757,57,20.25,2.84,0.46,89,5.0,0.5,58
2758,58,24.03,2.76,0.44,85,5.0,0.5,59
2759,59,22.77,2.73,0.42,86,5.0,0.5,60
2760,60,17.68,2.85,0.48,92,5.0,0.5,61
2761,61,22.01,2.75,0.46,87,5.0,0.5,62
2762,62,15.91,2.93,0.48,94,5.0,0.5,63
2763,63,18.46,2.88,0.47,91,5.0,0.5,64
2764,64,13.03,2.96,0.51,97,5.0,0.5,65
2765,65,16.73,2.91,0.54,93,5.0,0.5,66
2766,66,18.36,2.88,0.49,91,5.0,0.5,67
2767,67,16.82,2.93,0.47,93,5.0,0.5,68
2768,68,15.61,2.94,0.49,94,5.0,0.5,69
2769,69,19.25,2.87,0.55,90,5.0,0.5,70
2770,70,16.42,2.93,0.44,93,5.0,0.5,71
2771,71,17.61,2.9,0.43,92,5.0,0.5,72
2772,72,16.65,2.9,0.4,93,5.0,0.5,73
2773,73,13.92,2.96,0.5,96,5.0,0.5,74
2774,74,13.07,2.97,0.45,97,5.0,0.5,75
2775,75,18.66,2.86,0.44,91,5.0,0.5,76
2776,76,15.65,2.92,0.41,94,5.0,0.5,77
2777,77,12.96,2.97,0.42,97,5.0,0.5,78
2778,78,12.52,2.96,0.48,98,5.0,0.5,79
2779,79,20.21,2.87,0.39,89,5.0,0.5,80
2780,80,14.57,2.95,0.39,95,5.0,0.5,81
2781,81,17.13,2.91,0.32,92,5.0,0.5,82
2782,82,17.51,2.92,0.33,92,5.0,0.5,83
2783,83,19.27,2.86,0.35,90,5.0,0.5,84
2784,84,16.6,2.91,0.35,93,5.0,0.5,85
2785,85,12.89,2.96,0.39,97,5.0,0.5,86
2786,86,14.58,2.91,0.34,95,5.0,0.5,87
2787,87,15.46,2.91,0.33,94,5.0,0.5,88
2788,88,15.85,2.91,0.31,94,5.0,0.5,89
2789,89,16.4,2.87,0.3,93,5.0,0.5,90
2790,90,15.6,2.91,0.27,94,5.0,0.5,91
2791,91,18.52,2.86,0.37,91,5.0,0.5,92
2792,92,15.7,2.9,0.33,94,5.0,0.5,93
2793,93,16.68,2.92,0.34,93,5.0,0.5,94
2794,94,15.57,2.92,0.32,94,5.0,0.5,95
2795,95,13.21,2.97,0.24,97,5.0,0.5,96
2796,96,12.05,2.96,0.31,98,5.0,0.5,97
2797,97,14.55,2.92,0.32,95,5.0,0.5,98
2798,98,13.7,2.96,0.34,96,5.0,0.5,99
2799,99,14.81,2.92,0.35,95,5.0,0.5,100
2800,0,101.0,0.21,0.42,0,5.0,0.75,1
2801,1,101.0,0.21,0.42,0,5.0,0.75,2
2802,2,101.0,0.21,0.42,0,5.0,0.75,3
2803,3,101.0,0.28,0.45,0,5.0,0.75,4
2804,4,101.0,0.21,0.42,0,5.0,0.75,5
2805,5,101.0,0.21,0.42,0,5.0,0.75,6
2806,6,100.06,0.38,0.66,1,5.0,0.75,7
2807,7,101.0,0.21,0.42,0,5.0,0.75,8
2808,8,101.0,0.29,0.59,0,5.0,0.75,9
2809,9,100.08,0.42,0.64,1,5.0,0.75,10
2810,10,101.0,0.21,0.37,0,5.0,0.75,11
2811,11,100.06,0.38,0.66,1,5.0,0.75,12
2812,12,101.0,0.21,0.42,0,5.0,0.75,13
2813,13,100.06,0.19,0.37,1,5.0,0.75,14
2814,14,100.06,0.19,0.41,1,5.0,0.75,15
2815,15,101.0,0.22,0.39,0,5.0,0.75,16
2816,16,101.0,0.2,0.39,0,5.0,0.75,17
2817,17,101.0,0.24,0.39,0,5.0,0.75,18
2818,18,101.0,0.19,0.39,0,5.0,0.75,19
2819,19,101.0,0.22,0.4,0,5.0,0.75,20
2820,20,101.0,0.4,0.68,0,5.0,0.75,21
2821,21,101.0,0.3,0.49,0,5.0,0.75,22
2822,22,100.06,0.33,0.53,1,5.0,0.75,23
2823,23,100.06,0.33,0.57,1,5.0,0.75,24
2824,24,97.53,0.73,0.68,4,5.0,0.75,25
2825,25,99.14,0.55,0.54,2,5.0,0.75,26
2826,26,94.73,0.75,0.75,7,5.0,0.75,27
2827,27,97.3,0.62,0.53,4,5.0,0.75,28
2828,28,93.86,0.76,0.57,8,5.0,0.75,29
2829,29,90.4,0.93,0.69,12,5.0,0.75,30
2830,30,87.06,1.06,0.67,16,5.0,0.75,31
2831,31,87.24,1.27,0.8,16,5.0,0.75,32
2832,32,80.17,1.3,0.78,24,5.0,0.75,33
2833,33,71.82,1.64,0.72,33,5.0,0.75,34
2834,34,68.51,1.7,0.76,37,5.0,0.75,35
2835,35,66.35,1.86,0.84,39,5.0,0.75,36
2836,36,64.75,1.87,0.76,41,5.0,0.75,37
2837,37,59.28,1.95,0.77,48,5.0,0.75,38
2838,38,59.31,1.99,0.77,47,5.0,0.75,39
2839,39,53.92,2.09,0.72,53,5.0,0.75,40
2840,40,47.01,2.27,0.66,61,5.0,0.75,41
2841,41,40.76,2.34,0.67,68,5.0,0.75,42
2842,42,40.56,2.38,0.62,68,5.0,0.75,43
2843,43,38.37,2.48,0.6,70,5.0,0.75,44
2844,44,40.39,2.43,0.74,68,5.0,0.75,45
2845,45,42.08,2.34,0.58,66,5.0,0.75,46
2846,46,40.01,2.43,0.49,67,5.0,0.75,47
2847,47,39.04,2.51,0.59,69,5.0,0.75,48
2848,48,31.65,2.53,0.5,77,5.0,0.75,49
2849,49,43.45,2.31,0.38,64,5.0,0.75,50
2850,50,30.54,2.62,0.44,78,5.0,0.75,51
2851,51,33.75,2.5,0.39,74,5.0,0.75,52
2852,52,33.0,2.56,0.34,75,5.0,0.75,53
2853,53,25.75,2.7,0.37,83,5.0,0.75,54
2854,54,23.94,2.75,0.43,85,5.0,0.75,55
2855,55,31.3,2.65,0.49,77,5.0,0.75,56
2856,56,28.79,2.64,0.4,80,5.0,0.75,57
2857,57,20.53,2.79,0.28,89,5.0,0.75,58
2858,58,26.96,2.72,0.36,82,5.0,0.75,59
2859,59,22.93,2.71,0.28,86,5.0,0.75,60
2860,60,24.92,2.74,0.31,84,5.0,0.75,61
2861,61,21.21,2.79,0.35,88,5.0,0.75,62
2862,62,21.5,2.79,0.34,88,5.0,0.75,63
2863,63,20.21,2.78,0.24,89,5.0,0.75,64
2864,64,18.45,2.86,0.26,91,5.0,0.75,65
2865,65,27.41,2.71,0.26,81,5.0,0.75,66
2866,66,18.25,2.89,0.33,91,5.0,0.75,67
2867,67,22.78,2.78,0.31,86,5.0,0.75,68
2868,68,20.05,2.86,0.28,89,5.0,0.75,69
2869,69,19.32,2.81,0.26,90,5.0,0.75,70
2870,70,25.68,2.69,0.2,83,5.0,0.75,71
2871,71,20.25,2.85,0.29,89,5.0,0.75,72
2872,72,21.31,2.78,0.25,88,5.0,0.75,73
2873,73,18.41,2.83,0.24,91,5.0,0.75,74
2874,74,16.61,2.9,0.29,93,5.0,0.75,75
2875,75,28.51,2.64,0.25,80,5.0,0.75,76
2876,76,21.5,2.81,0.25,88,5.0,0.75,77
2877,77,22.83,2.79,0.16,86,5.0,0.75,78
2878,78,16.73,2.9,0.27,93,5.0,0.75,79
2879,79,21.2,2.82,0.26,88,5.0,0.75,80
2880,80,15.95,2.88,0.26,94,5.0,0.75,81
2881,81,22.84,2.75,0.15,86,5.0,0.75,82
2882,82,17.66,2.87,0.19,92,5.0,0.75,83
2883,83,16.35,2.88,0.26,93,5.0,0.75,84
2884,84,21.18,2.81,0.25,88,5.0,0.75,85
2885,85,17.65,2.84,0.17,92,5.0,0.75,86
2886,86,14.85,2.92,0.22,95,5.0,0.75,87
2887,87,17.5,2.89,0.21,92,5.0,0.75,88
2888,88,15.78,2.9,0.29,94,5.0,0.75,89
2889,89,16.6,2.86,0.16,93,5.0,0.75,90
2890,90,18.16,2.87,0.2,91,5.0,0.75,91
2891,91,19.14,2.85,0.19,90,5.0,0.75,92
2892,92,17.39,2.9,0.26,92,5.0,0.75,93
2893,93,19.13,2.86,0.21,90,5.0,0.75,94
2894,94,19.21,2.84,0.16,90,5.0,0.75,95
2895,95,15.57,2.9,0.18,94,5.0,0.75,96
2896,96,17.49,2.9,0.13,92,5.0,0.75,97
2897,97,17.42,2.87,0.22,92,5.0,0.75,98
2898,98,15.56,2.93,0.15,94,5.0,0.75,99
2899,99,16.67,2.88,0.18,93,5.0,0.75,100
2900,0,101.0,0.0,0.0,0,5.0,1.0,1
2901,1,101.0,0.0,0.0,0,5.0,1.0,2
2902,2,101.0,0.21,0.51,0,5.0,1.0,3
2903,3,101.0,0.3,0.47,0,5.0,1.0,4
2904,4,100.06,0.38,0.66,1,5.0,1.0,5
2905,5,101.0,0.28,0.59,0,5.0,1.0,6
2906,6,101.0,0.28,0.53,0,5.0,1.0,7
2907,7,101.0,0.3,0.47,0,5.0,1.0,8
2908,8,101.0,0.3,0.47,0,5.0,1.0,9
2909,9,101.0,0.3,0.47,0,5.0,1.0,10
2910,10,101.0,0.24,0.39,0,5.0,1.0,11
2911,11,101.0,0.3,0.47,0,5.0,1.0,12
2912,12,101.0,0.3,0.47,0,5.0,1.0,13
2913,13,101.0,0.28,0.59,0,5.0,1.0,14
2914,14,101.0,0.3,0.47,0,5.0,1.0,15
2915,15,101.0,0.14,0.22,0,5.0,1.0,16
2916,16,101.0,0.31,0.47,0,5.0,1.0,17
2917,17,101.0,0.3,0.47,0,5.0,1.0,18
2918,18,101.0,0.3,0.47,0,5.0,1.0,19
2919,19,101.0,0.3,0.47,0,5.0,1.0,20
2920,20,101.0,0.3,0.47,0,5.0,1.0,21
2921,21,101.0,0.3,0.47,0,5.0,1.0,22
2922,22,101.0,0.3,0.47,0,5.0,1.0,23
2923,23,101.0,0.3,0.47,0,5.0,1.0,24
2924,24,101.0,0.3,0.47,0,5.0,1.0,25
2925,25,101.0,0.3,0.47,0,5.0,1.0,26
2926,26,101.0,0.3,0.47,0,5.0,1.0,27
2927,27,101.0,0.3,0.47,0,5.0,1.0,28
2928,28,101.0,0.3,0.47,0,5.0,1.0,29
2929,29,101.0,0.3,0.47,0,5.0,1.0,30
2930,30,101.0,0.3,0.47,0,5.0,1.0,31
2931,31,101.0,0.3,0.47,0,5.0,1.0,32
2932,32,101.0,0.3,0.47,0,5.0,1.0,33
2933,33,101.0,0.3,0.47,0,5.0,1.0,34
2934,34,101.0,0.3,0.47,0,5.0,1.0,35
2935,35,101.0,0.3,0.47,0,5.0,1.0,36
2936,36,101.0,0.3,0.47,0,5.0,1.0,37
2937,37,101.0,0.3,0.47,0,5.0,1.0,38
2938,38,101.0,0.3,0.47,0,5.0,1.0,39
2939,39,101.0,0.3,0.47,0,5.0,1.0,40
2940,40,101.0,0.3,0.47,0,5.0,1.0,41
2941,41,101.0,0.3,0.47,0,5.0,1.0,42
2942,42,101.0,0.3,0.47,0,5.0,1.0,43
2943,43,101.0,0.3,0.47,0,5.0,1.0,44
2944,44,101.0,0.3,0.47,0,5.0,1.0,45
2945,45,101.0,0.3,0.47,0,5.0,1.0,46
2946,46,101.0,0.3,0.47,0,5.0,1.0,47
2947,47,101.0,0.3,0.47,0,5.0,1.0,48
2948,48,101.0,0.3,0.47,0,5.0,1.0,49
2949,49,101.0,0.3,0.47,0,5.0,1.0,50
2950,50,101.0,0.3,0.47,0,5.0,1.0,51
2951,51,101.0,0.3,0.47,0,5.0,1.0,52
2952,52,101.0,0.3,0.47,0,5.0,1.0,53
2953,53,101.0,0.3,0.47,0,5.0,1.0,54
2954,54,101.0,0.3,0.47,0,5.0,1.0,55
2955,55,101.0,0.3,0.47,0,5.0,1.0,56
2956,56,101.0,0.3,0.47,0,5.0,1.0,57
2957,57,101.0,0.3,0.47,0,5.0,1.0,58
2958,58,101.0,0.3,0.47,0,5.0,1.0,59
2959,59,101.0,0.3,0.47,0,5.0,1.0,60
2960,60,101.0,0.3,0.47,0,5.0,1.0,61
2961,61,101.0,0.3,0.47,0,5.0,1.0,62
2962,62,101.0,0.3,0.47,0,5.0,1.0,63
2963,63,101.0,0.3,0.47,0,5.0,1.0,64
2964,64,101.0,0.3,0.47,0,5.0,1.0,65
2965,65,101.0,0.3,0.47,0,5.0,1.0,66
2966,66,101.0,0.3,0.47,0,5.0,1.0,67
2967,67,101.0,0.3,0.47,0,5.0,1.0,68
2968,68,101.0,0.3,0.47,0,5.0,1.0,69
2969,69,101.0,0.3,0.47,0,5.0,1.0,70
2970,70,101.0,0.3,0.47,0,5.0,1.0,71
2971,71,101.0,0.3,0.47,0,5.0,1.0,72
2972,72,101.0,0.3,0.47,0,5.0,1.0,73
2973,73,101.0,0.3,0.47,0,5.0,1.0,74
2974,74,101.0,0.3,0.47,0,5.0,1.0,75
2975,75,101.0,0.3,0.47,0,5.0,1.0,76
2976,76,101.0,0.3,0.47,0,5.0,1.0,77
2977,77,101.0,0.3,0.47,0,5.0,1.0,78
2978,78,101.0,0.3,0.47,0,5.0,1.0,79
2979,79,101.0,0.3,0.47,0,5.0,1.0,80
2980,80,101.0,0.3,0.47,0,5.0,1.0,81
2981,81,101.0,0.3,0.47,0,5.0,1.0,82
2982,82,101.0,0.3,0.47,0,5.0,1.0,83
2983,83,101.0,0.3,0.47,0,5.0,1.0,84
2984,84,101.0,0.3,0.47,0,5.0,1.0,85
2985,85,101.0,0.3,0.47,0,5.0,1.0,86
2986,86,101.0,0.3,0.47,0,5.0,1.0,87
2987,87,101.0,0.3,0.47,0,5.0,1.0,88
2988,88,101.0,0.3,0.47,0,5.0,1.0,89
2989,89,101.0,0.3,0.47,0,5.0,1.0,90
2990,90,101.0,0.3,0.47,0,5.0,1.0,91
2991,91,101.0,0.3,0.47,0,5.0,1.0,92
2992,92,101.0,0.3,0.47,0,5.0,1.0,93
2993,93,101.0,0.3,0.47,0,5.0,1.0,94
2994,94,101.0,0.3,0.47,0,5.0,1.0,95
2995,95,101.0,0.3,0.47,0,5.0,1.0,96
2996,96,101.0,0.3,0.47,0,5.0,1.0,97
