,index,avg_len,avg_obj,avg_side_effects,dones,run,lambda,time_step
1272,72,19.05,2.85,0.31,90,2.0,0.5,73
1273,73,16.52,2.89,0.33,93,2.0,0.5,74
1274,74,20.05,2.86,0.26,89,2.0,0.5,75
1275,75,14.9,2.94,0.35,95,2.0,0.5,76
1276,76,23.8,2.78,0.29,85,2.0,0.5,77
1277,77,12.05,2.97,0.28,98,2.0,0.5,78
1278,78,19.15,2.86,0.27,90,2.0,0.5,79
1279,79,17.43,2.91,0.23,92,2.0,0.5,80
1280,80,16.53,2.9,0.26,93,2.0,0.5,81
1281,81,19.36,2.88,0.3,90,2.0,0.5,82
1282,82,14.92,2.93,0.34,95,2.0,0.5,83
1283,83,19.57,2.81,0.34,90,2.0,0.5,84
1284,84,19.15,2.85,0.28,90,2.0,0.5,85
1285,85,15.96,2.92,0.3,94,2.0,0.5,86
1286,86,21.03,2.86,0.26,88,2.0,0.5,87
1287,87,15.87,2.91,0.29,94,2.0,0.5,88
1288,88,14.83,2.94,0.24,95,2.0,0.5,89
1289,89,16.37,2.93,0.25,93,2.0,0.5,90
1290,90,19.36,2.84,0.22,90,2.0,0.5,91
1291,91,16.87,2.9,0.22,93,2.0,0.5,92
1292,92,17.43,2.87,0.19,92,2.0,0.5,93
1293,93,16.59,2.92,0.21,93,2.0,0.5,94
1294,94,16.61,2.91,0.21,93,2.0,0.5,95
1295,95,23.49,2.77,0.18,85,2.0,0.5,96
1296,96,18.22,2.89,0.2,91,2.0,0.5,97
1297,97,16.46,2.89,0.23,93,2.0,0.5,98
1298,98,15.06,2.92,0.17,95,2.0,0.5,99
1299,99,15.48,2.91,0.18,94,2.0,0.5,100
1300,0,101.0,0.21,0.42,0,2.0,0.75,1
1301,1,101.0,0.21,0.42,0,2.0,0.75,2
1302,2,100.06,0.38,0.66,1,2.0,0.75,3
1303,3,101.0,0.21,0.42,0,2.0,0.75,4
1304,4,100.06,0.38,0.66,1,2.0,0.75,5
1305,5,101.0,0.21,0.42,0,2.0,0.75,6
1306,6,101.0,0.21,0.42,0,2.0,0.75,7
1307,7,101.0,0.21,0.42,0,2.0,0.75,8
1308,8,101.0,0.21,0.42,0,2.0,0.75,9
1309,9,100.06,0.38,0.66,1,2.0,0.75,10
1310,10,101.0,0.21,0.42,0,2.0,0.75,11
1311,11,101.0,0.21,0.42,0,2.0,0.75,12
1312,12,100.06,0.38,0.66,1,2.0,0.75,13
1313,13,100.06,0.38,0.66,1,2.0,0.75,14
1314,14,101.0,0.21,0.42,0,2.0,0.75,15
1315,15,101.0,0.4,0.58,0,2.0,0.75,16
1316,16,101.0,0.3,0.58,0,2.0,0.75,17
1317,17,101.0,0.35,0.82,0,2.0,0.75,18
1318,18,100.04,0.34,0.59,1,2.0,0.75,19
1319,19,99.12,0.35,0.64,2,2.0,0.75,20
1320,20,101.0,0.27,0.46,0,2.0,0.75,21
1321,21,101.0,0.37,0.49,0,2.0,0.75,22
1322,22,100.08,0.3,0.63,1,2.0,0.75,23
1323,23,100.08,0.41,0.63,1,2.0,0.75,24
1324,24,101.0,0.33,0.53,0,2.0,0.75,25
1325,25,99.15,0.36,0.69,2,2.0,0.75,26
1326,26,100.06,0.3,0.52,1,2.0,0.75,27
1327,27,98.24,0.43,0.67,3,2.0,0.75,28
1328,28,100.06,0.25,0.44,1,2.0,0.75,29
1329,29,100.05,0.57,0.56,1,2.0,0.75,30
1330,30,99.18,0.62,0.65,2,2.0,0.75,31
1331,31,96.53,0.59,0.57,5,2.0,0.75,32
1332,32,93.66,0.78,0.62,8,2.0,0.75,33
1333,33,93.68,0.87,0.58,8,2.0,0.75,34
1334,34,87.61,1.1,0.92,15,2.0,0.75,35
1335,35,91.24,0.88,0.64,11,2.0,0.75,36
1336,36,83.81,1.29,0.7,19,2.0,0.75,37
1337,37,78.35,1.41,0.52,25,2.0,0.75,38
1338,38,69.78,1.6,0.63,35,2.0,0.75,39
1339,39,79.26,1.41,0.53,24,2.0,0.75,40
1340,40,67.46,1.63,0.51,37,2.0,0.75,41
1341,41,53.96,2.08,0.63,52,2.0,0.75,42
1342,42,53.28,2.05,0.61,53,2.0,0.75,43
1343,43,47.27,2.2,0.62,60,2.0,0.75,44
1344,44,47.06,2.21,0.61,60,2.0,0.75,45
1345,45,39.4,2.48,0.52,68,2.0,0.75,46
1346,46,40.52,2.28,0.58,67,2.0,0.75,47
1347,47,28.95,2.6,0.55,80,2.0,0.75,48
1348,48,36.72,2.46,0.44,71,2.0,0.75,49
1349,49,32.51,2.6,0.45,76,2.0,0.75,50
1350,50,21.76,2.8,0.48,88,2.0,0.75,51
1351,51,23.6,2.79,0.55,86,2.0,0.75,52
1352,52,24.19,2.77,0.42,85,2.0,0.75,53
1353,53,25.12,2.72,0.43,84,2.0,0.75,54
1354,54,26.84,2.72,0.39,82,2.0,0.75,55
1355,55,24.86,2.71,0.38,84,2.0,0.75,56
1356,56,26.06,2.72,0.42,83,2.0,0.75,57
1357,57,24.31,2.73,0.29,85,2.0,0.75,58
1358,58,26.73,2.75,0.3,82,2.0,0.75,59
1359,59,19.56,2.84,0.29,90,2.0,0.75,60
1360,60,21.27,2.82,0.29,88,2.0,0.75,61
1361,61,17.53,2.88,0.32,92,2.0,0.75,62
1362,62,19.51,2.88,0.35,90,2.0,0.75,63
1363,63,15.85,2.9,0.31,94,2.0,0.75,64
1364,64,20.6,2.86,0.35,89,2.0,0.75,65
1365,65,24.73,2.74,0.29,84,2.0,0.75,66
1366,66,18.66,2.86,0.28,91,2.0,0.75,67
1367,67,16.82,2.9,0.29,93,2.0,0.75,68
1368,68,20.12,2.82,0.26,89,2.0,0.75,69
1369,69,24.13,2.74,0.24,85,2.0,0.75,70
1370,70,17.95,2.86,0.26,92,2.0,0.75,71
1371,71,14.22,2.94,0.25,96,2.0,0.75,72
1372,72,16.72,2.89,0.24,93,2.0,0.75,73
1373,73,20.98,2.76,0.23,88,2.0,0.75,74
1374,74,17.68,2.84,0.3,92,2.0,0.75,75
1375,75,16.64,2.88,0.23,93,2.0,0.75,76
1376,76,15.77,2.91,0.24,94,2.0,0.75,77
1377,77,20.38,2.85,0.2,89,2.0,0.75,78
1378,78,16.88,2.92,0.27,93,2.0,0.75,79
1379,79,15.81,2.9,0.23,94,2.0,0.75,80
1380,80,18.42,2.83,0.23,91,2.0,0.75,81
1381,81,20.15,2.78,0.21,89,2.0,0.75,82
1382,82,19.38,2.83,0.23,90,2.0,0.75,83
1383,83,20.12,2.85,0.26,89,2.0,0.75,84
1384,84,22.28,2.79,0.24,87,2.0,0.75,85
1385,85,18.63,2.84,0.18,91,2.0,0.75,86
1386,86,21.27,2.8,0.22,88,2.0,0.75,87
1387,87,21.93,2.8,0.22,87,2.0,0.75,88
1388,88,18.41,2.83,0.2,91,2.0,0.75,89
1389,89,18.64,2.87,0.14,91,2.0,0.75,90
1390,90,17.05,2.9,0.16,93,2.0,0.75,91
1391,91,17.57,2.87,0.18,92,2.0,0.75,92
1392,92,19.66,2.87,0.19,90,2.0,0.75,93
1393,93,12.45,2.95,0.21,98,2.0,0.75,94
1394,94,17.77,2.88,0.17,92,2.0,0.75,95
1395,95,15.12,2.94,0.14,95,2.0,0.75,96
1396,96,17.42,2.87,0.18,92,2.0,0.75,97
1397,97,17.61,2.88,0.18,92,2.0,0.75,98
1398,98,14.91,2.9,0.2,95,2.0,0.75,99
1399,99,23.1,2.82,0.16,86,2.0,0.75,100
1400,0,101.0,0.0,0.0,0,2.0,1.0,1
1401,1,101.0,0.0,0.0,0,2.0,1.0,2
1402,2,101.0,0.3,0.47,0,2.0,1.0,3
1403,3,101.0,0.3,0.47,0,2.0,1.0,4
1404,4,101.0,0.0,0.0,0,2.0,1.0,5
1405,5,101.0,0.0,0.0,0,2.0,1.0,6
1406,6,101.0,0.0,0.0,0,2.0,1.0,7
1407,7,101.0,0.0,0.0,0,2.0,1.0,8
1408,8,101.0,0.0,0.0,0,2.0,1.0,9
1409,9,101.0,0.0,0.0,0,2.0,1.0,10
1410,10,101.0,0.0,0.0,0,2.0,1.0,11
1411,11,101.0,0.0,0.0,0,2.0,1.0,12
1412,12,101.0,0.0,0.0,0,2.0,1.0,13
1413,13,101.0,0.0,0.0,0,2.0,1.0,14
1414,14,101.0,0.0,0.0,0,2.0,1.0,15
1415,15,101.0,0.0,0.0,0,2.0,1.0,16
1416,16,101.0,0.0,0.0,0,2.0,1.0,17
1417,17,101.0,0.0,0.0,0,2.0,1.0,18
1418,18,101.0,0.0,0.0,0,2.0,1.0,19
1419,19,101.0,0.0,0.0,0,2.0,1.0,20
1420,20,101.0,0.0,0.0,0,2.0,1.0,21
1421,21,101.0,0.0,0.0,0,2.0,1.0,22
1422,22,101.0,0.0,0.0,0,2.0,1.0,23
1423,23,101.0,0.0,0.0,0,2.0,1.0,24
1424,24,101.0,0.0,0.0,0,2.0,1.0,25
1425,25,101.0,0.0,0.0,0,2.0,1.0,26
1426,26,101.0,0.0,0.0,0,2.0,1.0,27
1427,27,101.0,0.0,0.0,0,2.0,1.0,28
1428,28,101.0,0.0,0.0,0,2.0,1.0,29
1429,29,101.0,0.0,0.0,0,2.0,1.0,30
1430,30,101.0,0.0,0.0,0,2.0,1.0,31
1431,31,101.0,0.0,0.0,0,2.0,1.0,32
1432,32,101.0,0.0,0.0,0,2.0,1.0,33
1433,33,101.0,0.0,0.0,0,2.0,1.0,34
1434,34,101.0,0.0,0.0,0,2.0,1.0,35
1435,35,101.0,0.0,0.0,0,2.0,1.0,36
1436,36,101.0,0.0,0.0,0,2.0,1.0,37
1437,37,101.0,0.0,0.0,0,2.0,1.0,38
1438,38,101.0,0.0,0.0,0,2.0,1.0,39
1439,39,101.0,0.0,0.0,0,2.0,1.0,40
1440,40,101.0,0.0,0.0,0,2.0,1.0,41
1441,41,101.0,0.0,0.0,0,2.0,1.0,42
1442,42,101.0,0.0,0.0,0,2.0,1.0,43
1443,43,101.0,0.0,0.0,0,2.0,1.0,44
1444,44,101.0,0.0,0.0,0,2.0,1.0,45
1445,45,101.0,0.0,0.0,0,2.0,1.0,46
1446,46,101.0,0.0,0.0,0,2.0,1.0,47
1447,47,101.0,0.0,0.0,0,2.0,1.0,48
1448,48,101.0,0.0,0.0,0,2.0,1.0,49
1449,49,101.0,0.0,0.0,0,2.0,1.0,50
1450,50,101.0,0.0,0.0,0,2.0,1.0,51
1451,51,101.0,0.0,0.0,0,2.0,1.0,52
1452,52,101.0,0.0,0.0,0,2.0,1.0,53
1453,53,101.0,0.0,0.0,0,2.0,1.0,54
1454,54,101.0,0.0,0.0,0,2.0,1.0,55
1455,55,101.0,0.0,0.0,0,2.0,1.0,56
1456,56,101.0,0.0,0.0,0,2.0,1.0,57
1457,57,101.0,0.0,0.0,0,2.0,1.0,58
1458,58,101.0,0.0,0.0,0,2.0,1.0,59
1459,59,101.0,0.0,0.0,0,2.0,1.0,60
1460,60,101.0,0.0,0.0,0,2.0,1.0,61
1461,61,101.0,0.0,0.0,0,2.0,1.0,62
1462,62,101.0,0.0,0.0,0,2.0,1.0,63
1463,63,101.0,0.0,0.0,0,2.0,1.0,64
1464,64,101.0,0.0,0.0,0,2.0,1.0,65
1465,65,101.0,0.0,0.0,0,2.0,1.0,66
1466,66,101.0,0.0,0.0,0,2.0,1.0,67
1467,67,101.0,0.0,0.0,0,2.0,1.0,68
1468,68,101.0,0.0,0.0,0,2.0,1.0,69
1469,69,101.0,0.0,0.0,0,2.0,1.0,70
1470,70,101.0,0.0,0.0,0,2.0,1.0,71
1471,71,101.0,0.0,0.0,0,2.0,1.0,72
1472,72,101.0,0.0,0.0,0,2.0,1.0,73
1473,73,101.0,0.0,0.0,0,2.0,1.0,74
1474,74,101.0,0.0,0.0,0,2.0,1.0,75
1475,75,101.0,0.0,0.0,0,2.0,1.0,76
1476,76,101.0,0.0,0.0,0,2.0,1.0,77
1477,77,101.0,0.0,0.0,0,2.0,1.0,78
1478,78,101.0,0.0,0.0,0,2.0,1.0,79
1479,79,101.0,0.0,0.0,0,2.0,1.0,80
1480,80,101.0,0.0,0.0,0,2.0,1.0,81
1481,81,101.0,0.0,0.0,0,2.0,1.0,82
1482,82,101.0,0.0,0.0,0,2.0,1.0,83
1483,83,101.0,0.0,0.0,0,2.0,1.0,84
1484,84,101.0,0.0,0.0,0,2.0,1.0,85
1485,85,101.0,0.0,0.0,0,2.0,1.0,86
1486,86,101.0,0.0,0.0,0,2.0,1.0,87
1487,87,101.0,0.0,0.0,0,2.0,1.0,88
1488,88,101.0,0.0,0.0,0,2.0,1.0,89
1489,89,101.0,0.0,0.0,0,2.0,1.0,90
1490,90,101.0,0.0,0.0,0,2.0,1.0,91
1491,91,101.0,0.0,0.0,0,2.0,1.0,92
1492,92,101.0,0.0,0.0,0,2.0,1.0,93
1493,93,101.0,0.0,0.0,0,2.0,1.0,94
1494,94,101.0,0.0,0.0,0,2.0,1.0,95
1495,95,101.0,0.0,0.0,0,2.0,1.0,96
1496,96,101.0,0.0,0.0,0,2.0,1.0,97
1497,97,101.0,0.0,0.0,0,2.0,1.0,98
1498,98,101.0,0.0,0.0,0,2.0,1.0,99
1499,99,101.0,0.0,0.0,0,2.0,1.0,100
1500,0,101.0,0.21,0.42,0,3.0,0.0,1
1501,1,100.06,0.38,0.66,1,3.0,0.0,2
1502,2,101.0,0.21,0.42,0,3.0,0.0,3
1503,3,101.0,0.18,0.37,0,3.0,0.0,4
1504,4,101.0,0.21,0.42,0,3.0,0.0,5
1505,5,101.0,0.2,0.37,0,3.0,0.0,6
1506,6,101.0,0.21,0.4,0,3.0,0.0,7
1507,7,100.06,0.36,0.63,1,3.0,0.0,8
1508,8,100.06,0.37,0.66,1,3.0,0.0,9
1509,9,100.06,0.24,0.47,1,3.0,0.0,10
1510,10,101.0,0.24,0.54,0,3.0,0.0,11
1511,11,101.0,0.3,0.68,0,3.0,0.0,12
1512,12,100.06,0.4,0.77,1,3.0,0.0,13
1513,13,99.17,0.36,0.77,2,3.0,0.0,14
1514,14,101.0,0.37,0.68,0,3.0,0.0,15
1515,15,99.17,0.41,0.62,2,3.0,0.0,16
1516,16,101.0,0.43,0.69,0,3.0,0.0,17
1517,17,100.07,0.4,0.62,1,3.0,0.0,18
1518,18,99.36,0.59,0.8,2,3.0,0.0,19
1519,19,92.44,0.95,1.14,10,3.0,0.0,20
1520,20,94.86,0.82,0.74,7,3.0,0.0,21
1521,21,71.49,1.56,1.05,33,3.0,0.0,22
1522,22,62.38,1.9,1.17,44,3.0,0.0,23
1523,23,49.92,2.12,1.2,59,3.0,0.0,24
1524,24,41.75,2.34,1.16,67,3.0,0.0,25
1525,25,36.3,2.47,1.3,74,3.0,0.0,26
1526,26,27.98,2.66,1.34,83,3.0,0.0,27
1527,27,31.12,2.59,1.27,79,3.0,0.0,28
1528,28,32.41,2.56,1.18,77,3.0,0.0,29
1529,29,37.5,2.41,0.99,71,3.0,0.0,30
1530,30,34.45,2.52,1.11,74,3.0,0.0,31
1531,31,27.61,2.61,1.08,82,3.0,0.0,32
1532,32,26.04,2.61,1.18,84,3.0,0.0,33
1533,33,19.8,2.79,1.11,90,3.0,0.0,34
1534,34,23.1,2.78,1.07,87,3.0,0.0,35
1535,35,21.76,2.81,1.17,88,3.0,0.0,36
1536,36,21.06,2.82,1.17,89,3.0,0.0,37
1537,37,22.42,2.74,1.13,87,3.0,0.0,38
1538,38,25.39,2.7,0.98,84,3.0,0.0,39
1539,39,24.57,2.71,0.94,85,3.0,0.0,40
1540,40,18.99,2.87,0.98,91,3.0,0.0,41
1541,41,15.5,2.89,1.07,95,3.0,0.0,42
1542,42,25.43,2.72,1.0,84,3.0,0.0,43
1543,43,20.68,2.76,0.9,89,3.0,0.0,44
1544,44,26.48,2.67,1.1,83,3.0,0.0,45
1545,45,22.7,2.83,1.12,87,3.0,0.0,46
1546,46,19.31,2.85,1.15,91,3.0,0.0,47
1547,47,19.78,2.82,1.0,90,3.0,0.0,48
1548,48,30.66,2.58,1.01,78,3.0,0.0,49
1549,49,21.53,2.77,1.05,88,3.0,0.0,50
1550,50,13.57,2.95,0.94,97,3.0,0.0,51
1551,51,20.79,2.82,1.0,89,3.0,0.0,52
1552,52,17.79,2.91,0.99,92,3.0,0.0,53
1553,53,14.94,2.91,0.85,95,3.0,0.0,54
1554,54,11.44,2.98,1.04,99,3.0,0.0,55
1555,55,18.8,2.83,1.02,91,3.0,0.0,56
1556,56,13.32,2.95,0.94,97,3.0,0.0,57
1557,57,13.31,2.95,0.98,97,3.0,0.0,58
1558,58,17.75,2.86,0.95,92,3.0,0.0,59
1559,59,16.04,2.9,0.81,94,3.0,0.0,60
1560,60,13.13,2.97,0.84,97,3.0,0.0,61
1561,61,11.44,2.99,0.92,99,3.0,0.0,62
1562,62,12.4,2.96,0.86,98,3.0,0.0,63
1563,63,13.36,2.97,0.92,97,3.0,0.0,64
1564,64,17.63,2.89,0.82,92,3.0,0.0,65
1565,65,18.75,2.88,0.94,91,3.0,0.0,66
1566,66,15.86,2.9,0.81,94,3.0,0.0,67
1567,67,18.58,2.89,0.98,91,3.0,0.0,68
1568,68,12.2,2.98,0.93,98,3.0,0.0,69
1569,69,12.81,2.97,0.86,97,3.0,0.0,70
1570,70,14.6,2.93,0.96,95,3.0,0.0,71
1571,71,15.56,2.92,0.77,94,3.0,0.0,72
1572,72,13.74,2.95,0.73,96,3.0,0.0,73
1573,73,17.35,2.91,0.72,92,3.0,0.0,74
1574,74,13.67,2.96,0.8,96,3.0,0.0,75
1575,75,14.62,2.95,0.87,95,3.0,0.0,76
1576,76,15.15,2.93,0.8,94,3.0,0.0,77
1577,77,15.06,2.91,1.0,95,3.0,0.0,78
1578,78,13.49,2.94,0.85,96,3.0,0.0,79
1579,79,12.58,2.95,0.88,97,3.0,0.0,80
1580,80,14.64,2.93,0.85,95,3.0,0.0,81
1581,81,12.74,2.96,0.96,97,3.0,0.0,82
1582,82,10.13,3.0,0.95,100,3.0,0.0,83
1583,83,12.83,2.96,0.85,97,3.0,0.0,84
1584,84,14.55,2.95,0.91,95,3.0,0.0,85
1585,85,12.95,2.97,0.99,97,3.0,0.0,86
1586,86,13.56,2.95,0.9,96,3.0,0.0,87
1587,87,9.99,3.0,0.93,100,3.0,0.0,88
1588,88,14.58,2.93,0.85,95,3.0,0.0,89
1589,89,12.69,2.96,0.81,97,3.0,0.0,90
1590,90,13.51,2.95,0.92,96,3.0,0.0,91
1591,91,12.63,2.95,0.84,97,3.0,0.0,92
1592,92,13.48,2.96,0.83,96,3.0,0.0,93
1593,93,12.89,2.95,1.0,97,3.0,0.0,94
1594,94,10.95,2.99,0.93,99,3.0,0.0,95
1595,95,11.77,2.98,0.95,98,3.0,0.0,96
1596,96,14.3,2.95,1.03,95,3.0,0.0,97
1597,97,11.55,2.97,0.92,98,3.0,0.0,98
1598,98,13.54,2.93,0.86,96,3.0,0.0,99
1599,99,9.89,3.0,0.9,100,3.0,0.0,100
1600,0,100.06,0.32,0.48,1,3.0,0.25,1
1601,1,101.0,0.21,0.42,0,3.0,0.25,2
1602,2,101.0,0.21,0.42,0,3.0,0.25,3
1603,3,101.0,0.21,0.42,0,3.0,0.25,4
1604,4,101.0,0.3,0.57,0,3.0,0.25,5
1605,5,101.0,0.31,0.49,0,3.0,0.25,6
1606,6,101.0,0.21,0.42,0,3.0,0.25,7
1607,7,100.06,0.38,0.67,1,3.0,0.25,8
1608,8,101.0,0.21,0.42,0,3.0,0.25,9
1609,9,100.06,0.42,0.74,1,3.0,0.25,10
1610,10,101.0,0.27,0.51,0,3.0,0.25,11
1611,11,98.32,0.46,0.69,3,3.0,0.25,12
1612,12,101.0,0.31,0.71,0,3.0,0.25,13
1613,13,101.0,0.27,0.51,0,3.0,0.25,14
1614,14,101.0,0.37,0.68,0,3.0,0.25,15
1615,15,101.0,0.45,0.72,0,3.0,0.25,16
1616,16,98.23,0.63,1.13,3,3.0,0.25,17
1617,17,96.55,0.93,1.14,5,3.0,0.25,18
1618,18,86.76,1.13,1.04,16,3.0,0.25,19
1619,19,83.07,1.19,0.92,20,3.0,0.25,20
1620,20,81.69,1.3,1.05,22,3.0,0.25,21
1621,21,68.51,1.72,1.24,36,3.0,0.25,22
1622,22,54.37,2.07,1.37,53,3.0,0.25,23
1623,23,50.36,2.15,1.05,57,3.0,0.25,24
1624,24,41.14,2.38,1.07,67,3.0,0.25,25
1625,25,37.58,2.45,1.21,72,3.0,0.25,26
1626,26,36.0,2.57,1.17,73,3.0,0.25,27
1627,27,27.75,2.72,1.0,82,3.0,0.25,28
1628,28,28.31,2.65,0.95,81,3.0,0.25,29
1629,29,32.57,2.6,0.89,76,3.0,0.25,30
1630,30,24.28,2.8,1.07,86,3.0,0.25,31
1631,31,26.75,2.66,0.98,83,3.0,0.25,32
1632,32,20.72,2.77,0.91,89,3.0,0.25,33
1633,33,27.07,2.73,0.88,82,3.0,0.25,34
1634,34,23.51,2.75,0.79,86,3.0,0.25,35
1635,35,22.64,2.76,0.8,87,3.0,0.25,36
1636,36,23.44,2.79,0.68,86,3.0,0.25,37
1637,37,22.05,2.77,0.76,87,3.0,0.25,38
1638,38,18.04,2.9,0.71,92,3.0,0.25,39
1639,39,19.55,2.8,0.72,90,3.0,0.25,40
1640,40,19.39,2.81,0.72,90,3.0,0.25,41
1641,41,16.44,2.88,0.61,93,3.0,0.25,42
1642,42,17.78,2.85,0.59,92,3.0,0.25,43
1643,43,14.18,2.93,0.64,96,3.0,0.25,44
1644,44,13.07,2.95,0.68,97,3.0,0.25,45
1645,45,15.6,2.9,0.71,94,3.0,0.25,46
1646,46,13.64,2.93,0.64,96,3.0,0.25,47
1647,47,19.56,2.79,0.58,90,3.0,0.25,48
1648,48,16.47,2.87,0.66,93,3.0,0.25,49
1649,49,15.62,2.89,0.72,94,3.0,0.25,50
1650,50,14.97,2.93,0.71,95,3.0,0.25,51
1651,51,16.52,2.9,0.65,93,3.0,0.25,52
1652,52,19.56,2.83,0.75,90,3.0,0.25,53
1653,53,14.64,2.91,0.65,95,3.0,0.25,54
1654,54,15.66,2.91,0.6,94,3.0,0.25,55
1655,55,14.69,2.93,0.57,95,3.0,0.25,56
1656,56,11.26,2.99,0.62,99,3.0,0.25,57
1657,57,14.66,2.94,0.63,95,3.0,0.25,58
1658,58,15.58,2.89,0.65,94,3.0,0.25,59
1659,59,13.65,2.93,0.57,96,3.0,0.25,60
1660,60,12.06,2.97,0.54,98,3.0,0.25,61
1661,61,10.9,2.97,0.63,99,3.0,0.25,62
1662,62,13.64,2.94,0.52,96,3.0,0.25,63
1663,63,12.95,2.95,0.54,97,3.0,0.25,64
1664,64,18.34,2.9,0.65,91,3.0,0.25,65
1665,65,17.3,2.84,0.61,92,3.0,0.25,66
1666,66,15.54,2.93,0.57,94,3.0,0.25,67
1667,67,10.99,2.99,0.55,99,3.0,0.25,68
1668,68,12.88,2.97,0.56,97,3.0,0.25,69
1669,69,13.75,2.94,0.6,96,3.0,0.25,70
1670,70,17.26,2.85,0.53,92,3.0,0.25,71
1671,71,12.03,2.98,0.57,98,3.0,0.25,72
1672,72,14.87,2.94,0.53,95,3.0,0.25,73
1673,73,10.16,3.0,0.55,100,3.0,0.25,74
1674,74,13.59,2.95,0.57,96,3.0,0.25,75
1675,75,11.95,2.97,0.58,98,3.0,0.25,76
1676,76,16.33,2.93,0.54,93,3.0,0.25,77
1677,77,12.76,2.93,0.59,97,3.0,0.25,78
1678,78,14.49,2.92,0.49,95,3.0,0.25,79
1679,79,10.81,2.97,0.53,99,3.0,0.25,80
1680,80,12.66,2.96,0.53,97,3.0,0.25,81
1681,81,9.88,3.0,0.5,100,3.0,0.25,82
1682,82,19.04,2.85,0.37,90,3.0,0.25,83
1683,83,11.8,2.98,0.42,98,3.0,0.25,84
1684,84,11.8,2.94,0.39,98,3.0,0.25,85
1685,85,13.53,2.94,0.46,96,3.0,0.25,86
1686,86,10.69,2.99,0.48,99,3.0,0.25,87
1687,87,9.98,3.0,0.44,100,3.0,0.25,88
1688,88,10.76,2.97,0.4,99,3.0,0.25,89
1689,89,12.74,2.95,0.37,97,3.0,0.25,90
1690,90,12.6,2.95,0.35,97,3.0,0.25,91
1691,91,10.89,2.98,0.38,99,3.0,0.25,92
1692,92,10.16,3.0,0.38,100,3.0,0.25,93
1693,93,11.75,2.98,0.38,98,3.0,0.25,94
1694,94,14.39,2.92,0.4,95,3.0,0.25,95
1695,95,11.65,2.98,0.48,98,3.0,0.25,96
1696,96,12.45,2.97,0.41,97,3.0,0.25,97
1697,97,9.82,3.0,0.34,100,3.0,0.25,98
1698,98,11.74,2.96,0.39,98,3.0,0.25,99
1699,99,12.72,2.95,0.36,97,3.0,0.25,100
1700,0,101.0,0.3,0.51,0,3.0,0.5,1
1701,1,101.0,0.3,0.47,0,3.0,0.5,2
1702,2,101.0,0.28,0.59,0,3.0,0.5,3
1703,3,101.0,0.3,0.47,0,3.0,0.5,4
1704,4,101.0,0.3,0.47,0,3.0,0.5,5
1705,5,101.0,0.28,0.59,0,3.0,0.5,6
1706,6,101.0,0.3,0.59,0,3.0,0.5,7
1707,7,101.0,0.3,0.47,0,3.0,0.5,8
1708,8,101.0,0.28,0.53,0,3.0,0.5,9
1709,9,101.0,0.28,0.59,0,3.0,0.5,10
1710,10,101.0,0.19,0.5,0,3.0,0.5,11
1711,11,99.14,0.36,0.65,2,3.0,0.5,12
1712,12,101.0,0.38,0.68,0,3.0,0.5,13
1713,13,101.0,0.3,0.56,0,3.0,0.5,14
1714,14,101.0,0.29,0.6,0,3.0,0.5,15
1715,15,101.0,0.24,0.49,0,3.0,0.5,16
1716,16,100.1,0.35,0.58,1,3.0,0.5,17
1717,17,99.16,0.47,0.68,2,3.0,0.5,18
1718,18,101.0,0.33,0.53,0,3.0,0.5,19
1719,19,101.0,0.46,0.75,0,3.0,0.5,20
1720,20,94.06,0.68,0.96,8,3.0,0.5,21
1721,21,98.29,0.61,0.65,3,3.0,0.5,22
1722,22,96.52,0.62,0.62,5,3.0,0.5,23
1723,23,88.16,1.11,1.32,15,3.0,0.5,24
1724,24,89.21,1.01,1.4,15,3.0,0.5,25
1725,25,81.06,1.27,1.04,23,3.0,0.5,26
1726,26,78.08,1.39,1.07,26,3.0,0.5,27
1727,27,69.93,1.55,1.05,35,3.0,0.5,28
1728,28,63.28,1.8,0.99,42,3.0,0.5,29
1729,29,60.07,1.89,0.93,46,3.0,0.5,30
1730,30,52.67,2.07,1.0,54,3.0,0.5,31
1731,31,40.43,2.44,0.95,68,3.0,0.5,32
1732,32,41.34,2.43,0.94,67,3.0,0.5,33
1733,33,35.4,2.5,0.86,73,3.0,0.5,34
1734,34,34.39,2.58,0.86,74,3.0,0.5,35
1735,35,33.8,2.59,0.7,75,3.0,0.5,36
1736,36,30.44,2.53,0.58,78,3.0,0.5,37
1737,37,28.0,2.65,0.8,81,3.0,0.5,38
1738,38,32.75,2.56,0.68,76,3.0,0.5,39
1739,39,34.21,2.53,0.64,74,3.0,0.5,40
1740,40,27.24,2.71,0.63,82,3.0,0.5,41
1741,41,21.87,2.83,0.65,88,3.0,0.5,42
1742,42,27.9,2.63,0.68,81,3.0,0.5,43
1743,43,30.75,2.59,0.61,78,3.0,0.5,44
1744,44,25.8,2.69,0.53,83,3.0,0.5,45
1745,45,31.15,2.55,0.63,77,3.0,0.5,46
1746,46,27.88,2.69,0.61,81,3.0,0.5,47
1747,47,23.37,2.75,0.57,86,3.0,0.5,48
1748,48,29.55,2.6,0.48,79,3.0,0.5,49
1749,49,25.77,2.72,0.6,83,3.0,0.5,50
1750,50,19.62,2.85,0.55,90,3.0,0.5,51
1751,51,25.75,2.72,0.51,83,3.0,0.5,52
1752,52,21.28,2.78,0.51,88,3.0,0.5,53
