,index,critic_loss,avg_len,avg_obj,avg_side_effects,dones,run,lambda,time_step
42,42,tensor(0.2603),11.12,3.0,1.37,100,0.0,0.0,43
43,43,tensor(0.2534),11.28,3.0,1.44,100,0.0,0.0,44
44,44,tensor(0.8068),14.64,2.93,1.55,96,0.0,0.0,45
45,45,tensor(0.2645),11.19,3.0,1.41,100,0.0,0.0,46
46,46,tensor(0.6268),12.9,2.96,1.36,98,0.0,0.0,47
47,47,tensor(0.8528),14.6,2.96,1.41,96,0.0,0.0,48
48,48,tensor(1.0469),15.57,2.93,1.35,95,0.0,0.0,49
49,49,tensor(0.2758),11.45,3.0,1.45,100,0.0,0.0,50
50,50,tensor(0.9394),17.24,2.89,1.46,93,0.0,0.0,51
51,51,tensor(0.4917),14.44,2.97,1.58,97,0.0,0.0,52
52,52,tensor(0.5552),13.59,2.95,1.76,98,0.0,0.0,53
53,53,tensor(0.2682),11.55,3.0,1.56,100,0.0,0.0,54
54,54,tensor(0.6761),14.44,2.97,1.46,97,0.0,0.0,55
55,55,tensor(0.4607),12.46,2.99,1.47,99,0.0,0.0,56
56,56,tensor(0.7051),14.16,2.96,1.42,97,0.0,0.0,57
57,57,tensor(0.7694),13.79,2.97,1.33,97,0.0,0.0,58
58,58,tensor(0.4264),12.55,2.99,1.52,99,0.0,0.0,59
59,59,tensor(0.3975),12.83,2.99,1.53,99,0.0,0.0,60
60,60,tensor(0.4569),12.36,2.99,1.45,99,0.0,0.0,61
61,61,tensor(0.4744),12.77,2.98,1.27,98,0.0,0.0,62
62,62,tensor(0.2484),11.5,3.0,1.51,100,0.0,0.0,63
63,63,tensor(0.2498),11.36,3.0,1.45,100,0.0,0.0,64
64,64,tensor(0.2610),11.79,3.0,1.49,100,0.0,0.0,65
65,65,tensor(0.5988),12.83,2.97,1.38,98,0.0,0.0,66
66,66,tensor(0.4660),12.43,2.99,1.48,99,0.0,0.0,67
67,67,tensor(0.4547),12.02,2.99,1.5,99,0.0,0.0,68
68,68,tensor(0.6020),12.89,2.98,1.43,98,0.0,0.0,69
69,69,tensor(0.5859),13.0,2.95,1.42,98,0.0,0.0,70
70,70,tensor(0.2530),11.15,3.0,1.36,100,0.0,0.0,71
71,71,tensor(0.2645),11.38,3.0,1.38,100,0.0,0.0,72
72,72,tensor(0.3071),11.61,3.0,1.33,100,0.0,0.0,73
73,73,tensor(0.2592),11.49,3.0,1.54,100,0.0,0.0,74
74,74,tensor(0.2627),11.15,3.0,1.37,100,0.0,0.0,75
75,75,tensor(0.4194),12.17,2.99,1.33,99,0.0,0.0,76
76,76,tensor(0.4539),12.27,2.99,1.38,99,0.0,0.0,77
77,77,tensor(0.9678),17.66,2.91,1.34,93,0.0,0.0,78
78,78,tensor(0.4179),12.32,2.99,1.38,99,0.0,0.0,79
79,79,tensor(0.6118),13.23,2.97,1.42,98,0.0,0.0,80
80,80,tensor(0.4521),12.06,2.99,1.41,99,0.0,0.0,81
81,81,tensor(0.2667),11.92,3.0,1.7,100,0.0,0.0,82
82,82,tensor(0.2670),11.12,3.0,1.48,100,0.0,0.0,83
83,83,tensor(1.1744),16.55,2.91,1.42,94,0.0,0.0,84
84,84,tensor(0.2661),11.09,3.0,1.37,100,0.0,0.0,85
85,85,tensor(0.2710),11.01,3.0,1.34,100,0.0,0.0,86
86,86,tensor(0.4234),12.11,2.97,1.3,99,0.0,0.0,87
87,87,tensor(1.3804),21.17,2.83,1.16,88,0.0,0.0,88
88,88,tensor(0.4673),11.87,2.99,1.42,99,0.0,0.0,89
89,89,tensor(0.6052),12.6,2.98,1.42,98,0.0,0.0,90
90,90,tensor(0.2600),11.37,3.0,1.41,100,0.0,0.0,91
91,91,tensor(0.9927),17.8,2.86,1.21,92,0.0,0.0,92
92,92,tensor(0.9717),14.27,2.95,1.26,97,0.0,0.0,93
93,93,tensor(0.2683),10.95,3.0,1.32,100,0.0,0.0,94
94,94,tensor(0.8630),16.08,2.91,1.33,94,0.0,0.0,95
95,95,tensor(0.2519),11.23,3.0,1.3,100,0.0,0.0,96
96,96,tensor(0.7684),13.35,2.95,1.23,97,0.0,0.0,97
97,97,tensor(0.4522),12.04,2.99,1.26,99,0.0,0.0,98
98,98,tensor(0.2537),10.81,3.0,1.33,100,0.0,0.0,99
99,99,tensor(0.5675),14.17,2.97,1.28,97,0.0,0.0,100
100,0,tensor(0.0981),100.0,0.3,0.47,0,0.0,0.5,1
101,1,tensor(0.0983),95.34,0.85,0.47,5,0.0,0.5,2
102,2,tensor(0.9367),56.91,1.98,0.76,47,0.0,0.5,3
103,3,tensor(0.9745),52.53,2.12,0.99,53,0.0,0.5,4
104,4,tensor(0.9863),37.91,2.4,0.84,69,0.0,0.5,5
105,5,tensor(1.9564),27.07,2.65,1.15,82,0.0,0.5,6
106,6,tensor(0.9597),17.84,2.89,1.49,94,0.0,0.5,7
107,7,tensor(1.1569),17.6,2.88,1.13,93,0.0,0.5,8
108,8,tensor(0.4586),13.19,2.99,1.29,99,0.0,0.5,9
109,9,tensor(0.8823),16.71,2.91,1.11,94,0.0,0.5,10
110,10,tensor(0.6989),15.47,2.94,1.31,96,0.0,0.5,11
111,11,tensor(0.7931),17.95,2.93,1.14,93,0.0,0.5,12
112,12,tensor(1.0948),15.99,2.92,1.14,95,0.0,0.5,13
113,13,tensor(1.5307),23.87,2.76,0.88,86,0.0,0.5,14
114,14,tensor(1.5348),33.08,2.54,0.82,75,0.0,0.5,15
115,15,tensor(1.1397),21.94,2.77,0.97,88,0.0,0.5,16
116,16,tensor(1.0831),18.51,2.86,1.07,92,0.0,0.5,17
117,17,tensor(1.3083),18.86,2.88,1.11,92,0.0,0.5,18
118,18,tensor(0.7185),15.49,2.95,1.11,96,0.0,0.5,19
119,19,tensor(1.2989),19.1,2.85,0.87,91,0.0,0.5,20
120,20,tensor(0.4907),14.22,2.95,1.05,97,0.0,0.5,21
121,21,tensor(0.8064),18.24,2.89,0.8,92,0.0,0.5,22
122,22,tensor(0.5782),13.05,2.98,0.95,98,0.0,0.5,23
123,23,tensor(0.7661),14.8,2.93,0.97,96,0.0,0.5,24
124,24,tensor(0.4956),13.4,2.98,1.1,98,0.0,0.5,25
125,25,tensor(1.2751),22.95,2.74,1.09,87,0.0,0.5,26
126,26,tensor(0.8023),15.14,2.94,1.11,96,0.0,0.5,27
127,27,tensor(0.5199),13.12,2.98,1.01,98,0.0,0.5,28
128,28,tensor(0.3918),12.34,2.99,1.0,99,0.0,0.5,29
129,29,tensor(0.7326),18.08,2.89,0.87,92,0.0,0.5,30
130,30,tensor(1.1777),16.52,2.89,1.06,94,0.0,0.5,31
131,31,tensor(1.1103),25.65,2.73,0.96,84,0.0,0.5,32
132,32,tensor(0.7581),15.48,2.92,0.9,95,0.0,0.5,33
133,33,tensor(0.8096),16.09,2.92,0.99,95,0.0,0.5,34
134,34,tensor(0.5095),13.55,2.97,1.11,98,0.0,0.5,35
135,35,tensor(0.5755),13.39,2.96,1.06,98,0.0,0.5,36
136,36,tensor(0.8622),17.15,2.91,1.02,94,0.0,0.5,37
137,37,tensor(0.5659),13.34,2.97,1.06,98,0.0,0.5,38
138,38,tensor(0.9957),16.63,2.94,1.0,94,0.0,0.5,39
139,39,tensor(0.6885),15.22,2.95,1.02,96,0.0,0.5,40
140,40,tensor(0.6795),14.04,2.96,0.95,97,0.0,0.5,41
141,41,tensor(0.6881),13.81,2.95,0.96,97,0.0,0.5,42
142,42,tensor(0.6823),15.66,2.92,0.97,95,0.0,0.5,43
143,43,tensor(0.8094),19.45,2.88,1.09,91,0.0,0.5,44
144,44,tensor(0.4595),12.56,2.99,1.07,99,0.0,0.5,45
145,45,tensor(1.1165),16.8,2.93,0.97,94,0.0,0.5,46
146,46,tensor(1.4950),23.33,2.75,0.91,87,0.0,0.5,47
147,47,tensor(0.8621),14.17,2.95,0.99,97,0.0,0.5,48
148,48,tensor(0.6310),15.82,2.93,0.96,95,0.0,0.5,49
149,49,tensor(0.7071),13.53,2.96,0.9,97,0.0,0.5,50
150,50,tensor(0.4200),12.06,2.98,0.88,99,0.0,0.5,51
151,51,tensor(0.3801),12.33,2.98,0.99,99,0.0,0.5,52
152,52,tensor(0.6742),14.04,2.96,1.0,97,0.0,0.5,53
153,53,tensor(0.6142),13.3,2.97,0.99,98,0.0,0.5,54
154,54,tensor(0.4174),12.68,2.99,1.02,99,0.0,0.5,55
155,55,tensor(0.7980),15.76,2.93,1.05,95,0.0,0.5,56
156,56,tensor(1.6829),24.25,2.75,0.93,85,0.0,0.5,57
157,57,tensor(0.4817),12.18,2.98,0.99,99,0.0,0.5,58
158,58,tensor(0.8728),15.56,2.93,0.93,95,0.0,0.5,59
159,59,tensor(0.4702),11.95,2.98,0.92,99,0.0,0.5,60
160,60,tensor(0.4498),13.66,2.96,0.86,97,0.0,0.5,61
161,61,tensor(0.9210),20.92,2.77,0.74,89,0.0,0.5,62
162,62,tensor(0.9688),32.72,2.55,0.66,75,0.0,0.5,63
163,63,tensor(0.8468),16.13,2.89,0.7,94,0.0,0.5,64
164,64,tensor(0.5185),17.58,2.86,0.76,93,0.0,0.5,65
165,65,tensor(0.5766),12.85,2.97,0.85,98,0.0,0.5,66
166,66,tensor(0.6036),14.18,2.92,0.93,97,0.0,0.5,67
167,67,tensor(1.2640),21.28,2.76,0.69,88,0.0,0.5,68
168,68,tensor(0.9741),15.71,2.93,0.91,95,0.0,0.5,69
169,69,tensor(0.4872),13.39,2.98,0.95,98,0.0,0.5,70
170,70,tensor(0.5248),13.13,2.97,0.86,98,0.0,0.5,71
171,71,tensor(0.6729),14.87,2.92,0.85,96,0.0,0.5,72
172,72,tensor(1.0128),21.75,2.82,0.91,88,0.0,0.5,73
173,73,tensor(0.7497),15.64,2.92,0.88,95,0.0,0.5,74
174,74,tensor(0.4269),12.16,2.99,0.94,99,0.0,0.5,75
175,75,tensor(0.3116),11.51,3.0,0.96,100,0.0,0.5,76
176,76,tensor(1.1468),19.64,2.87,0.95,91,0.0,0.5,77
177,77,tensor(0.3106),11.42,3.0,1.01,100,0.0,0.5,78
178,78,tensor(0.8468),14.61,2.92,0.92,96,0.0,0.5,79
179,79,tensor(1.1689),22.96,2.81,0.93,87,0.0,0.5,80
180,80,tensor(0.7256),14.98,2.95,0.93,96,0.0,0.5,81
181,81,tensor(0.9076),17.89,2.88,1.03,93,0.0,0.5,82
182,82,tensor(0.7460),15.79,2.94,0.94,95,0.0,0.5,83
183,83,tensor(0.7723),13.17,2.96,0.84,98,0.0,0.5,84
184,84,tensor(0.7380),17.59,2.89,0.86,93,0.0,0.5,85
185,85,tensor(1.1079),22.25,2.81,0.89,87,0.0,0.5,86
186,86,tensor(0.8796),17.04,2.91,0.87,93,0.0,0.5,87
187,87,tensor(0.8852),14.85,2.94,0.87,96,0.0,0.5,88
188,88,tensor(0.8036),14.58,2.94,0.9,96,0.0,0.5,89
189,89,tensor(0.5975),13.52,2.96,0.85,97,0.0,0.5,90
190,90,tensor(0.9680),18.12,2.89,0.87,92,0.0,0.5,91
191,91,tensor(0.6898),14.64,2.94,0.8,96,0.0,0.5,92
192,92,tensor(0.4383),12.21,2.99,0.86,99,0.0,0.5,93
193,93,tensor(0.5248),13.05,2.97,0.91,98,0.0,0.5,94
194,94,tensor(0.6730),13.75,2.96,0.83,97,0.0,0.5,95
195,95,tensor(0.8614),14.11,2.96,0.84,97,0.0,0.5,96
196,96,tensor(0.4317),11.97,2.98,0.87,99,0.0,0.5,97
197,97,tensor(0.7434),15.38,2.9,0.78,95,0.0,0.5,98
198,98,tensor(0.9108),16.59,2.88,0.76,94,0.0,0.5,99
199,99,tensor(0.3945),11.87,2.98,0.85,99,0.0,0.5,100
200,0,tensor(0.1409),100.0,0.28,0.59,0,0.0,1.0,1
201,1,tensor(0.3925),93.55,0.91,0.52,7,0.0,1.0,2
202,2,tensor(0.2467),100.0,0.39,0.24,0,0.0,1.0,3
203,3,tensor(1.0275),66.06,1.82,0.35,37,0.0,1.0,4
204,4,tensor(1.0416),36.64,2.44,0.73,71,0.0,1.0,5
205,5,tensor(0.7743),22.3,2.75,1.01,88,0.0,1.0,6
206,6,tensor(0.8770),23.3,2.75,0.97,87,0.0,1.0,7
207,7,tensor(0.9180),25.76,2.68,0.67,83,0.0,1.0,8
208,8,tensor(0.7251),24.4,2.76,0.79,85,0.0,1.0,9
209,9,tensor(0.7610),22.4,2.8,1.02,89,0.0,1.0,10
210,10,tensor(0.9733),24.16,2.73,0.73,85,0.0,1.0,11
211,11,tensor(1.0139),24.92,2.66,0.71,84,0.0,1.0,12
212,12,tensor(0.5840),23.43,2.7,0.71,86,0.0,1.0,13
213,13,tensor(0.7498),24.35,2.74,0.74,85,0.0,1.0,14
214,14,tensor(0.7214),28.45,2.65,0.63,80,0.0,1.0,15
215,15,tensor(0.8228),31.34,2.58,0.54,77,0.0,1.0,16
216,16,tensor(0.8099),19.52,2.83,0.75,91,0.0,1.0,17
217,17,tensor(1.0122),23.35,2.73,0.64,86,0.0,1.0,18
218,18,tensor(0.6588),19.38,2.82,0.84,91,0.0,1.0,19
219,19,tensor(0.9011),23.87,2.77,0.79,86,0.0,1.0,20
220,20,tensor(0.8115),26.47,2.66,0.71,83,0.0,1.0,21
221,21,tensor(0.9465),24.74,2.76,0.64,84,0.0,1.0,22
222,22,tensor(0.6710),22.06,2.74,0.6,87,0.0,1.0,23
223,23,tensor(0.8331),22.35,2.73,0.58,87,0.0,1.0,24
224,24,tensor(0.6792),17.66,2.9,0.76,93,0.0,1.0,25
225,25,tensor(0.9492),22.56,2.76,0.84,88,0.0,1.0,26
226,26,tensor(0.7027),19.22,2.89,0.84,92,0.0,1.0,27
227,27,tensor(0.5522),17.34,2.91,0.85,94,0.0,1.0,28
228,28,tensor(0.9342),28.74,2.63,0.38,79,0.0,1.0,29
229,29,tensor(1.3236),27.44,2.67,0.44,81,0.0,1.0,30
230,30,tensor(1.3542),21.38,2.78,0.74,89,0.0,1.0,31
231,31,tensor(0.7851),18.23,2.87,0.68,92,0.0,1.0,32
232,32,tensor(0.9350),22.19,2.78,0.79,88,0.0,1.0,33
233,33,tensor(1.2267),26.43,2.68,0.68,83,0.0,1.0,34
234,34,tensor(0.6925),19.82,2.84,0.78,91,0.0,1.0,35
235,35,tensor(0.8139),19.6,2.81,0.69,91,0.0,1.0,36
236,36,tensor(1.1874),18.37,2.88,0.82,93,0.0,1.0,37
237,37,tensor(0.8264),18.55,2.84,0.74,92,0.0,1.0,38
238,38,tensor(0.5756),14.64,2.96,1.18,98,0.0,1.0,39
239,39,tensor(0.9845),23.93,2.77,0.83,86,0.0,1.0,40
240,40,tensor(0.9882),23.21,2.8,0.85,87,0.0,1.0,41
241,41,tensor(0.7768),18.79,2.85,0.72,92,0.0,1.0,42
242,42,tensor(0.8480),17.46,2.91,1.02,94,0.0,1.0,43
243,43,tensor(0.6511),13.69,2.96,0.88,98,0.0,1.0,44
244,44,tensor(0.6535),15.12,2.91,0.72,96,0.0,1.0,45
245,45,tensor(0.6151),13.67,2.98,0.83,98,0.0,1.0,46
246,46,tensor(0.5894),13.76,2.98,0.93,98,0.0,1.0,47
247,47,tensor(0.7836),15.0,2.89,0.88,96,0.0,1.0,48
248,48,tensor(0.9843),20.56,2.8,0.81,90,0.0,1.0,49
249,49,tensor(0.6513),13.03,2.97,1.0,99,0.0,1.0,50
250,50,tensor(0.7672),16.27,2.9,0.76,95,0.0,1.0,51
251,51,tensor(0.9393),18.45,2.84,0.83,93,0.0,1.0,52
252,52,tensor(0.8771),15.71,2.94,0.78,96,0.0,1.0,53
253,53,tensor(0.8939),24.65,2.75,0.75,85,0.0,1.0,54
254,54,tensor(0.9809),19.39,2.86,0.8,91,0.0,1.0,55
255,55,tensor(0.7152),16.22,2.9,0.75,95,0.0,1.0,56
256,56,tensor(0.8741),18.36,2.86,0.65,92,0.0,1.0,57
257,57,tensor(0.7824),15.8,2.94,0.83,96,0.0,1.0,58
258,58,tensor(0.7891),17.39,2.89,0.62,93,0.0,1.0,59
259,59,tensor(0.8632),21.93,2.79,0.48,88,0.0,1.0,60
260,60,tensor(0.6793),15.75,2.9,0.83,96,0.0,1.0,61
261,61,tensor(0.9410),14.25,2.98,0.91,98,0.0,1.0,62
262,62,tensor(0.6630),22.53,2.78,0.83,88,0.0,1.0,63
263,63,tensor(0.6952),17.6,2.88,0.72,93,0.0,1.0,64
264,64,tensor(0.7930),15.22,2.95,0.86,96,0.0,1.0,65
265,65,tensor(0.9305),25.66,2.72,0.55,84,0.0,1.0,66
266,66,tensor(0.5312),13.66,2.97,0.86,98,0.0,1.0,67
267,67,tensor(0.6419),15.32,2.94,0.8,96,0.0,1.0,68
268,68,tensor(0.8351),26.77,2.73,0.74,82,0.0,1.0,69
269,69,tensor(0.7049),16.25,2.89,0.69,95,0.0,1.0,70
270,70,tensor(0.9805),16.05,2.94,0.92,95,0.0,1.0,71
271,71,tensor(0.5980),15.93,2.92,0.84,95,0.0,1.0,72
272,72,tensor(0.6382),16.96,2.87,0.99,95,0.0,1.0,73
273,73,tensor(0.6368),15.23,2.95,1.02,97,0.0,1.0,74
274,74,tensor(0.7585),17.68,2.9,0.88,93,0.0,1.0,75
275,75,tensor(0.7867),15.14,2.95,1.09,97,0.0,1.0,76
276,76,tensor(0.6061),14.4,2.93,0.9,97,0.0,1.0,77
277,77,tensor(0.6470),15.85,2.93,0.93,96,0.0,1.0,78
278,78,tensor(0.6723),16.73,2.9,0.88,95,0.0,1.0,79
279,79,tensor(0.8210),16.74,2.92,0.9,95,0.0,1.0,80
280,80,tensor(0.9768),17.2,2.91,1.08,95,0.0,1.0,81
281,81,tensor(0.7282),14.85,2.94,0.83,97,0.0,1.0,82
282,82,tensor(0.5831),15.52,2.92,0.99,97,0.0,1.0,83
283,83,tensor(0.5359),18.94,2.83,0.73,92,0.0,1.0,84
284,84,tensor(0.7950),18.86,2.86,0.75,92,0.0,1.0,85
285,85,tensor(0.7380),16.84,2.92,0.95,95,0.0,1.0,86
286,86,tensor(0.6047),25.4,2.74,0.79,84,0.0,1.0,87
287,87,tensor(0.5896),16.15,2.93,1.01,96,0.0,1.0,88
288,88,tensor(0.9003),18.91,2.9,0.93,92,0.0,1.0,89
289,89,tensor(1.0529),22.23,2.76,0.62,88,0.0,1.0,90
290,90,tensor(0.9618),25.61,2.68,0.55,83,0.0,1.0,91
291,91,tensor(1.0226),21.03,2.82,0.77,89,0.0,1.0,92
292,92,tensor(0.6271),15.79,2.93,0.77,95,0.0,1.0,93
293,93,tensor(0.9977),18.04,2.85,0.6,92,0.0,1.0,94
294,94,tensor(0.6315),19.5,2.86,0.73,91,0.0,1.0,95
295,95,tensor(0.6346),19.96,2.88,0.95,91,0.0,1.0,96
296,96,tensor(0.6588),14.9,2.92,0.83,96,0.0,1.0,97
297,97,tensor(0.6261),15.79,2.91,0.81,95,0.0,1.0,98
298,98,tensor(0.6929),18.41,2.84,0.75,92,0.0,1.0,99
299,99,tensor(0.5307),13.17,2.96,0.79,98,0.0,1.0,100
300,0,tensor(0.3046),98.15,0.58,0.34,2,0.0,1.5,1
301,1,tensor(0.1108),100.0,0.28,0.59,0,0.0,1.5,2
302,2,tensor(0.7366),100.0,0.21,0.05,0,0.0,1.5,3
303,3,tensor(0.5319),73.13,1.59,0.25,30,0.0,1.5,4
304,4,tensor(2.2596),62.14,1.85,0.57,43,0.0,1.5,5
305,5,tensor(1.5862),54.54,2.09,0.53,52,0.0,1.5,6
306,6,tensor(0.8787),40.98,2.45,0.81,68,0.0,1.5,7
307,7,tensor(1.7481),41.43,2.44,0.85,67,0.0,1.5,8
308,8,tensor(1.3437),42.29,2.42,1.07,67,0.0,1.5,9
309,9,tensor(0.9520),37.22,2.49,0.75,72,0.0,1.5,10
310,10,tensor(1.5204),30.87,2.63,0.74,78,0.0,1.5,11
311,11,tensor(1.4789),35.51,2.53,0.73,73,0.0,1.5,12
312,12,tensor(0.9847),26.86,2.72,0.83,84,0.0,1.5,13
313,13,tensor(1.0815),35.52,2.51,0.57,73,0.0,1.5,14
314,14,tensor(0.9052),42.03,2.41,0.46,65,0.0,1.5,15
315,15,tensor(1.3517),35.65,2.57,0.52,73,0.0,1.5,16
316,16,tensor(0.9351),35.12,2.56,0.62,74,0.0,1.5,17
317,17,tensor(1.2826),30.66,2.58,0.57,78,0.0,1.5,18
318,18,tensor(0.8044),24.33,2.77,0.69,86,0.0,1.5,19
319,19,tensor(1.0924),26.26,2.78,0.82,84,0.0,1.5,20
320,20,tensor(1.4422),27.8,2.7,0.94,83,0.0,1.5,21
321,21,tensor(1.3821),31.58,2.63,0.53,77,0.0,1.5,22
322,22,tensor(1.2790),29.94,2.64,0.52,79,0.0,1.5,23
323,23,tensor(1.1913),27.3,2.72,0.83,83,0.0,1.5,24
324,24,tensor(0.9747),32.63,2.61,0.67,76,0.0,1.5,25
325,25,tensor(1.4023),33.77,2.59,0.79,75,0.0,1.5,26
326,26,tensor(1.1235),21.57,2.8,0.76,89,0.0,1.5,27
327,27,tensor(1.2841),26.68,2.68,0.61,83,0.0,1.5,28
328,28,tensor(1.0977),28.36,2.68,0.57,81,0.0,1.5,29
329,29,tensor(2.0876),26.05,2.75,0.66,84,0.0,1.5,30
330,30,tensor(1.6191),24.8,2.76,0.63,85,0.0,1.5,31
331,31,tensor(1.1851),27.77,2.75,0.64,82,0.0,1.5,32
332,32,tensor(1.1967),25.08,2.75,0.63,85,0.0,1.5,33
333,33,tensor(1.3186),23.19,2.75,0.72,87,0.0,1.5,34
334,34,tensor(1.1924),25.84,2.7,0.64,84,0.0,1.5,35
335,35,tensor(0.8496),26.73,2.7,0.56,83,0.0,1.5,36
336,36,tensor(1.0025),26.76,2.72,0.46,82,0.0,1.5,37
337,37,tensor(1.1854),26.55,2.72,0.46,83,0.0,1.5,38
338,38,tensor(1.0367),27.76,2.74,0.57,82,0.0,1.5,39
339,39,tensor(1.4357),28.15,2.72,0.77,82,0.0,1.5,40
340,40,tensor(0.7391),21.72,2.82,0.59,89,0.0,1.5,41
341,41,tensor(0.8684),25.16,2.71,0.7,85,0.0,1.5,42
342,42,tensor(0.8565),20.91,2.82,0.52,89,0.0,1.5,43
343,43,tensor(0.9193),23.36,2.78,0.44,86,0.0,1.5,44
344,44,tensor(0.9397),30.62,2.67,0.42,78,0.0,1.5,45
345,45,tensor(1.1730),28.86,2.65,0.49,80,0.0,1.5,46
346,46,tensor(1.2892),22.85,2.79,0.58,87,0.0,1.5,47
347,47,tensor(1.3923),22.27,2.8,0.64,88,0.0,1.5,48
348,48,tensor(0.9580),26.93,2.72,0.64,83,0.0,1.5,49
349,49,tensor(0.9719),28.14,2.63,0.6,81,0.0,1.5,50
350,50,tensor(0.8389),26.45,2.71,0.67,83,0.0,1.5,51
351,51,tensor(0.6801),35.6,2.52,0.67,73,0.0,1.5,52
352,52,tensor(1.1288),24.77,2.73,0.64,85,0.0,1.5,53
353,53,tensor(1.2243),20.68,2.8,0.6,90,0.0,1.5,54
354,54,tensor(0.8519),28.78,2.67,0.67,81,0.0,1.5,55
355,55,tensor(1.0648),29.96,2.62,0.53,79,0.0,1.5,56
356,56,tensor(1.0486),34.07,2.58,0.61,75,0.0,1.5,57
357,57,tensor(0.8911),23.04,2.78,0.6,87,0.0,1.5,58
358,58,tensor(1.1552),25.17,2.69,0.5,85,0.0,1.5,59
359,59,tensor(0.8309),23.07,2.82,0.59,87,0.0,1.5,60
360,60,tensor(0.9270),20.78,2.82,0.54,90,0.0,1.5,61
361,61,tensor(0.8906),27.29,2.76,0.59,82,0.0,1.5,62
362,62,tensor(0.9424),26.83,2.72,0.53,83,0.0,1.5,63
363,63,tensor(1.3443),24.2,2.79,0.58,86,0.0,1.5,64
364,64,tensor(1.0960),22.42,2.82,0.56,88,0.0,1.5,65
365,65,tensor(0.9697),21.05,2.82,0.62,90,0.0,1.5,66
366,66,tensor(1.0958),21.81,2.8,0.7,89,0.0,1.5,67
367,67,tensor(1.0697),22.22,2.81,0.66,89,0.0,1.5,68
368,68,tensor(0.8863),26.69,2.71,0.55,83,0.0,1.5,69
369,69,tensor(0.9732),26.07,2.74,0.53,84,0.0,1.5,70
370,70,tensor(1.1540),22.75,2.84,0.57,88,0.0,1.5,71
371,71,tensor(0.8467),19.83,2.86,0.61,91,0.0,1.5,72
372,72,tensor(0.8455),22.83,2.82,0.63,88,0.0,1.5,73
373,73,tensor(1.0965),18.99,2.89,0.67,92,0.0,1.5,74
374,74,tensor(0.7153),22.97,2.81,0.76,88,0.0,1.5,75
375,75,tensor(0.8604),29.5,2.7,0.66,80,0.0,1.5,76
