,index,critic_loss,avg_len,avg_obj,avg_side_effects,dones,run,lambda,time_step
163,63,tensor(0.4983),49.96,6.0,2.57,100,0.0,0.5,64
164,64,tensor(0.5231),48.57,6.0,2.25,100,0.0,0.5,65
165,65,tensor(0.5178),47.66,6.0,2.57,100,0.0,0.5,66
166,66,tensor(0.5080),48.44,6.0,2.37,100,0.0,0.5,67
167,67,tensor(0.5219),51.18,6.0,2.38,100,0.0,0.5,68
168,68,tensor(0.4594),52.45,6.0,2.27,100,0.0,0.5,69
169,69,tensor(0.4676),48.76,6.0,2.66,100,0.0,0.5,70
170,70,tensor(0.5050),47.76,6.0,2.52,100,0.0,0.5,71
171,71,tensor(0.4424),50.57,6.0,2.46,100,0.0,0.5,72
172,72,tensor(0.4740),49.18,6.0,2.22,100,0.0,0.5,73
173,73,tensor(0.4488),47.91,6.0,2.38,100,0.0,0.5,74
174,74,tensor(0.5366),48.66,6.0,2.29,100,0.0,0.5,75
175,75,tensor(0.4847),49.79,6.0,2.41,100,0.0,0.5,76
176,76,tensor(0.4820),49.64,6.0,2.34,100,0.0,0.5,77
177,77,tensor(0.4633),49.53,6.0,2.36,100,0.0,0.5,78
178,78,tensor(0.4515),50.64,6.0,2.13,100,0.0,0.5,79
179,79,tensor(0.5273),49.18,6.0,2.44,100,0.0,0.5,80
180,80,tensor(0.4636),48.85,6.0,2.36,100,0.0,0.5,81
181,81,tensor(0.4694),49.69,6.0,2.4,100,0.0,0.5,82
182,82,tensor(0.5066),46.47,6.0,2.28,100,0.0,0.5,83
183,83,tensor(0.4641),47.79,6.0,1.98,100,0.0,0.5,84
184,84,tensor(0.5461),46.8,6.0,2.21,100,0.0,0.5,85
185,85,tensor(0.4481),47.42,6.0,2.4,100,0.0,0.5,86
186,86,tensor(0.4591),47.11,6.0,2.07,100,0.0,0.5,87
187,87,tensor(0.5807),54.1,6.0,2.57,100,0.0,0.5,88
188,88,tensor(0.5068),50.44,6.0,2.13,100,0.0,0.5,89
189,89,tensor(0.4537),48.15,6.0,2.2,100,0.0,0.5,90
190,90,tensor(0.6057),54.25,6.0,2.46,100,0.0,0.5,91
191,91,tensor(0.5092),50.73,6.0,2.32,100,0.0,0.5,92
192,92,tensor(0.4888),47.81,6.0,2.1,100,0.0,0.5,93
193,93,tensor(0.5233),45.32,6.0,1.98,100,0.0,0.5,94
194,94,tensor(0.4378),46.39,6.0,1.98,100,0.0,0.5,95
195,95,tensor(0.4477),46.19,6.0,2.23,100,0.0,0.5,96
196,96,tensor(0.4845),47.8,6.0,2.3,100,0.0,0.5,97
197,97,tensor(0.5923),46.56,6.0,2.45,100,0.0,0.5,98
198,98,tensor(0.5391),47.35,6.0,2.28,100,0.0,0.5,99
199,99,tensor(0.4570),50.92,6.0,2.61,100,0.0,0.5,100
200,0,tensor(0.5533),200.0,0.41,0.72,0,0.0,1.0,1
201,1,tensor(0.1836),200.0,0.31,0.49,0,0.0,1.0,2
202,2,tensor(0.2607),196.93,2.46,3.3,3,0.0,1.0,3
203,3,tensor(0.2466),198.04,2.78,4.18,4,0.0,1.0,4
204,4,tensor(0.4983),172.65,4.44,3.84,38,0.0,1.0,5
205,5,tensor(0.2875),187.05,3.76,2.89,17,0.0,1.0,6
206,6,tensor(0.5573),157.38,5.05,2.43,51,0.0,1.0,7
207,7,tensor(0.7629),135.72,5.08,1.1,62,0.0,1.0,8
208,8,tensor(0.3501),166.65,4.57,1.19,37,0.0,1.0,9
209,9,tensor(0.6795),131.14,5.47,0.66,74,0.0,1.0,10
210,10,tensor(0.7398),127.33,5.18,0.27,68,0.0,1.0,11
211,11,tensor(0.8349),117.47,5.61,0.33,73,0.0,1.0,12
212,12,tensor(0.5815),124.85,5.55,0.42,72,0.0,1.0,13
213,13,tensor(0.6148),107.15,5.85,0.52,92,0.0,1.0,14
214,14,tensor(0.6958),106.65,5.74,0.73,85,0.0,1.0,15
215,15,tensor(0.6481),86.37,5.98,0.59,98,0.0,1.0,16
216,16,tensor(0.7077),88.09,5.91,0.77,93,0.0,1.0,17
217,17,tensor(0.6543),92.32,5.96,0.39,96,0.0,1.0,18
218,18,tensor(0.5896),92.78,5.99,0.46,99,0.0,1.0,19
219,19,tensor(0.6777),85.67,5.99,0.63,99,0.0,1.0,20
220,20,tensor(0.5677),87.86,5.95,0.54,95,0.0,1.0,21
221,21,tensor(0.9086),96.37,5.9,0.49,95,0.0,1.0,22
222,22,tensor(0.6799),77.11,5.98,0.58,99,0.0,1.0,23
223,23,tensor(0.6527),72.84,6.0,0.63,100,0.0,1.0,24
224,24,tensor(0.9346),80.68,5.94,0.87,95,0.0,1.0,25
225,25,tensor(0.8271),74.64,5.98,0.77,98,0.0,1.0,26
226,26,tensor(0.9132),70.52,5.99,0.72,99,0.0,1.0,27
227,27,tensor(0.8426),68.83,5.99,0.97,99,0.0,1.0,28
228,28,tensor(0.7450),74.73,5.93,1.28,94,0.0,1.0,29
229,29,tensor(0.9097),68.39,5.98,0.94,98,0.0,1.0,30
230,30,tensor(0.6559),61.82,6.0,0.81,100,0.0,1.0,31
231,31,tensor(0.7772),65.65,6.0,0.97,100,0.0,1.0,32
232,32,tensor(0.9208),65.99,5.99,1.02,99,0.0,1.0,33
233,33,tensor(0.6136),69.43,6.0,0.8,100,0.0,1.0,34
234,34,tensor(0.7373),67.19,6.0,0.55,100,0.0,1.0,35
235,35,tensor(0.6823),63.65,6.0,0.67,100,0.0,1.0,36
236,36,tensor(0.6279),58.06,6.0,1.03,100,0.0,1.0,37
237,37,tensor(0.7931),64.08,6.0,0.98,100,0.0,1.0,38
238,38,tensor(0.8233),63.25,6.0,1.11,100,0.0,1.0,39
239,39,tensor(0.7446),61.08,6.0,1.32,100,0.0,1.0,40
240,40,tensor(0.6948),57.58,6.0,0.89,100,0.0,1.0,41
241,41,tensor(0.6357),60.18,6.0,0.98,100,0.0,1.0,42
242,42,tensor(0.6840),61.2,6.0,0.68,100,0.0,1.0,43
243,43,tensor(0.6048),60.74,6.0,0.75,100,0.0,1.0,44
244,44,tensor(0.6529),64.61,6.0,0.55,100,0.0,1.0,45
245,45,tensor(0.7629),59.69,6.0,0.76,100,0.0,1.0,46
246,46,tensor(0.7173),62.15,6.0,0.77,100,0.0,1.0,47
247,47,tensor(0.8219),60.18,6.0,0.72,100,0.0,1.0,48
248,48,tensor(0.8642),61.13,6.0,0.69,100,0.0,1.0,49
249,49,tensor(0.6979),62.07,6.0,0.8,100,0.0,1.0,50
250,50,tensor(0.8067),58.8,6.0,0.82,100,0.0,1.0,51
251,51,tensor(0.6780),59.24,6.0,0.9,100,0.0,1.0,52
